brown forman,cbre group,cargurus
cadiz,carpenter technology,springworks therapeutics
orix,federal realty investment trust,zogenix
opiant pharmaceuticals,altria group,l 3 technologies
celgene,apigee,collegium pharmaceutical
praxair,glu mobile,rbc bearings
commercial metals,hubspot,optical cable
nvr,pinnacle west capital,vectren
textron,rosetta resources,luther burbank
inphi,sm energy,acme united
phh,enova international,service international
xylem,liberty broadband,qudian
technical communications,bank of kentucky financial,rhythm pharmaceuticals
aurora cannabis,sun life financial,sea limited
daktronics,milacron holdings,lumentum holdings
imv,conformis,deltic timber
uber technologies,tarena international,forescout technologies
park national,american railcar industries,group 1 automotive
bob evans farms,freightcar america,calatlantic group
atmel,pearson plc,red robin gourmet burgers
arconic,mylan,quality distribution
darden restaurants,ellington financial,inflarx
unifirst,baxalta,corporate capital trust
cobra electronics,houlihan lokey,legacy acquisition
united therapeutics,calamos asset management,select medical holdings
franchise group,nortek,boingo wireless
kyocera,methode electronics,sterling bancorp
startek,tetraphase pharmaceuticals,agilent technologies
e trade financial,hub group,cytokinetics
nlight,solera holdings,werner enterprises
ally financial,helmerich & payne,aspen technology
avery dennison,sirona dental systems,byline bancorp
kronos worldwide,performance food group,new residential investment
agco,alcoa,diplomat pharmacy
aruba networks,cpi card group,mgp ingredients
sitime,fifth street asset management,five prime therapeutics
synaptics,american farmland company,barnes group
middleby,tivo,aerovironment
regal entertainment group,murphy oil,granite point mortgage trust
bank of new york mellon,mentor graphics,denali therapeutics
pinnacle foods,duluth holdings,cboe global markets
agria,molson coors brewing,riot blockchain
boston properties,associated capital group,darling ingredients
pier 1 imports,blackbaud,ttm technologies
diodes,atara biotherapeutics,maxar technologies
cnh global,federated investors,longfin
freedom holding,erin energy,long blockchain
freds,inseego,ignyta
automatic data processing,texas capital bancshares,net element
personalis,pegasystems,anaptysbio
alpha natural resources,shockwave medical,luckin coffee
energy fuels,lhc group,expeditors international
hercules offshore,conagra brands,eldorado resorts
netgear,inovio pharmaceuticals,natera
synopsys,loews,axon enterprise
cracker barrel old country store,lci industries,fair isaac
k swiss,kontoor brands,tandem diabetes care
comscore,flex ltd,viking therapeutics
hatteras financial,taubman centers,hancock whitney
bats global markets,corelogic,far point acquisition
prospect capital,medifast,comcast new
renren,vaxart,capital southwest
geron,portland general electric,abiomed
top ships,vistra energy,vir biotechnology
hff,igm biosciences,lee enterprises
body central,republic services,renewable energy group
thomson reuters,healthpeak properties,independent bank group
athenahealth,steel dynamics,grand canyon education
protective insurance,brookfield asset management,aimmune therapeutics
rochester medical,inphi,aradigm
travelzoo,shopify,slack technologies
blue nile,dpw holdings,purple innovation
nve,irhythm technologies,taylor morrison home
active network,zscaler,revolve group
life technologies,marathon patent group,edgewell personal care
oasis petroleum,nautilus,cardlytics
fortive,hudson technologies,option care health
medifast,synergy pharmaceuticals,zoom technologies
ciena,pacific continental,realreal
istar,wgl holdings,livongo health
ulta beauty,tribune media,cryoport
annies,presidio,monopar therapeutics
titan machinery,altera,old dominion freight line
lender processing services,insulet,equity lifestyle properties
linear technology,mdu resources group,equity commonwealth
range resources,ionis pharmaceuticals,liquidity services
knight capital group,first bank,invitae
hni,smart technologies,duke realty
franklin electric,exar,energy focus
arena pharmaceuticals,paratek pharmaceuticals,simply good foods
mict,schneider national,diamond s shipping
lrad,virgin america,diamond eagle acquisition
level 3 communications,patrick industries,tcf financial
cancer genetics,floor & decor holdings,dynatrace
cafepress,umpqua holdings,regional management
genesco,zendesk,emergent biosolutions
smtc,amn healthcare services,corteva
ipass,siemens ag,liveperson
sanderson farms,blue apron holdings,bausch health companies
cinemark holdings,portola pharmaceuticals,sprout social
harris interactive,farmland partners,american software
material sciences,air transport services group,gsx techedu
itron,tesaro,cortexyme
micros systems,cohen & steers,meritage homes
first acceptance,voya financial,amyris
meritor,metlife,douglas emmett
nyse euronext,fibrogen,flir systems
baxalta,ranger energy services,agenus
freeport mcmoran,universal insurance holdings,cerus corporation
weibo,tsr,american states water
jd com,brixmor property group,weis markets
vulcan materials,harsco,ashland global holdings
eagle materials,fulton financial,molecular data
hilltop holdings,rlj entertainment,old republic international
pvh,national vision holdings,cannae holdings
total system services,novanta,translate bio
acuity brands,scripps networks interactive,tortoise acquisition
firstenergy,curo group holdings,agnc investment
trinity place holdings,alexion pharmaceuticals,skyline champion
sunedison,park city group,ii vi
parkway properties,smart global holdings,us global investors
lgi homes,micron technology,clean energy fuels
paypal holdings,sangamo therapeutics,spartan energy acquisition
match group,trinity place holdings,churchill capital
southwestern energy,rpm international,ameresco
oncocyte,tumi holdings,health catalyst
murphy oil,aceto,aphria
pioneer natural resources,phillips 66,target hospitality
eog resources,targa resources,pinduoduo
pbf energy,udr,keurig dr pepper
cenovus energy,praxair,collier creek holdings
altria group,stonegate bank,cnx resources
solarcity,pra group,adaptive biotechnologies
radius health,pjt partners,iqiyi
rpm international,goldman sachs group,remark holdings
cirrus logic,premier,principia biopharma
qorvo,hudson pacific properties,cadence design systems
california resources,anacor pharmaceuticals,ping identity holding
analog devices,national cinemedia,super micro computer
illumina,hewlett packard enterprise,fulgent genetics
pmc sierra,el paso electric,malibu boats
imperva,eversource energy,teladoc health
apollo education group,pra health sciences,yamana gold
kite pharma,noodles &,pagerduty
trinity industries,herc holdings,catalent
new york community bancorp,ambac financial group,cnh industrial
epr properties,mitel networks,arrowhead pharmaceuticals
xpo logistics,cambrex,anaplan
tumi holdings,silicon laboratories,green brick partners
kbw,deluxe,avaya holdings
jones energy,scholastic,insurance acquisition
ultra petroleum,tower international,varonis systems
matrix service,nordson,welltower
penn virginia,mantech international,scholar rock holding
yadkin financial,apptio,trupanion
ambarella,hilltop holdings,vici properties
extra space storage,cna financial,frequency therapeutics
barrick gold,yum china holdings,blink charging
microsemi,bgc partners,turtle beach
jarden,epr properties,atricure
aqua america,clarcor,gas natural
on semiconductor,quest diagnostics,silver spike acquisition
ardelyx,kforce,lydall
post holdings,korea electric power,prevail therapeutics
navient,buckeye technologies,experience investment
cal maine foods,principal financial group,new providence acquisition
sm energy,autodesk,truist financial
jabil,shfl entertainment,ocugen
incyte,travelzoo,suntrust banks
denbury resources,coty,zafgen
dril quip,exco resources,mwi veterinary supply
yext,brinks,wolverine world wide
baxter international,maidenform brands,habit restaurants
cincinnati financial,spdr gold trust,ocwen financial
nisource,cypress semiconductor,ardmore shipping
citrix systems,old national bancorp,relypsa
xilinx,diana shipping,orbitz worldwide
eaton vance,united online,umb financial
cameron international,jpmorgan chase &,esterline technologies
emerson electric,cooper tire & rubber,olympic steel
elevate credit,centerstate bank,rock tenn
proofpoint,american airlines group,world gold trust
pulte group,hovnanian enterprises,advent software
legg mason,navistar international,sunopta
kb home,aar,star bulk carriers
ventas,wsb holdings,exelis
tg therapeutics,jakks pacific,urban edge properties
zillow group,american greetings,mts systems
sandridge energy,angiodynamics,achillion pharmaceuticals
westrock,hill international,inovalon holdings
rambus,igo,fleetcor technologies
murphy usa,pnm resources,digital ally
huntington bancshares,arbitron,pacwest bancorp
vail resorts,roma financial,mattress firm holding
netapp,carters,mannkind
national general holdings,at & t,dealertrack technologies
manhattan associates,cree,maxpoint interactive
citizens financial group,pbf energy,comstock resources
precision castparts,peloton interactive,goodrich petroleum
independent bank,china automotive systems,rti international metals
hawaiian holdings,marcus & millichap,vivus
juniper networks,sunpower,inogen
ppg industries,gold reserve,rentrak
tupperware brands,synthorx,accelerate diagnostics
rockwell automation,alamo group,goldman sachs bdc
sunrun,lightbridge,two harbors investment
fortinet,lifeway foods,synthetic biologics
avnet,liberty oilfield services,endocyte
colgate palmolive,sg blocks,franklin financial
axiall,pacific ethanol,rogers communications
alliance data systems,invesco mortgage capital,vectrus
intrexon,carbonite,hudson city bancorp
marine products,marinemax,dyax
alcatel lucent,fitbit,physicians realty trust
alere,dixie group,spartannash
vertex pharmaceuticals,stryker,aurico gold
forest labs,columbia sportswear company,bmc software
editas medicine,k12,party city holdco
autodesk,encore capital group,aduro biotech
bok financial,pandora media,fusion io
gcp applied technologies,dyadic international,websense
national oilwell varco,outfront media,allete
deckers outdoor,astrotech,eventbrite
realty income,viad,nobilis health
tableau software,yrc worldwide,aerie pharmaceuticals
outerwall,rci hospitality holdings,qlik technologies
genworth financial,quidel,global brokerage
neophotonics,centric brands,nidec
american water works,genius brands international,omnivision technologies
itc holdings,xpresspa group,new senior investment group
targa resources,momenta pharmaceuticals,nu skin enterprises
texas capital bancshares,echelon,synageva biopharma
us foods holding,viewray,infinity pharmaceuticals
cheniere energy,douglas dynamics,quiksilver
nuance communications,ignite restaurant group,quinta holdings
paycom software,chicos fas,spark networks
blue buffalo pet products,united insurance holdings,pure acquisition
sprouts farmers market,bce,talen energy
intercept pharmaceuticals,ingram micro,t mobile us
zoetis,ralph lauren,evolent health
lifepoint health,gibraltar industries,hcc insurance holdings
concho resources,lexicon pharmaceuticals,gentherm
gatx,centurylink,enerplus
greenbrier companies,hertz global holdings,ryland group
surgical care affiliates,crocs,ormat technologies
boyd gaming,qad,entegris
ingram micro,manpowergroup,meru networks
luxoft holding,axcelis technologies,glaukos
universal display,national holdings,stantec
amicus therapeutics,alexanders,appfolio
castlight health,european equity fund,gener8 maritime
epam systems,credit suisse group,newpark resources
rockwell collins,unit,topbuild
franklin resources,aarons,green plains
axsome therapeutics,nordion,cablevision systems
eqt,tc energy,opus bank
energen,state street,overseas shipholding group
penske automotive group,exact sciences,anthera pharmaceuticals
sonic automotive,forrester research,thoratec
avis budget group,axt,national fuel gas
popeyes louisiana kitchen,alico,radiant logistics
ebix,rentech,nantkwest
senior housing properties trust,franklin financial services,key energy services
canadian solar,team,vantage drilling
workhorse group,ares capital,thl credit
rubicon project,ur energy,teco energy
newfield exploration,liberty expedia holdings,medassets
rockwell medical,goodyear tire & rubber,uniqure
exelixis,mustang bio,boot barn holdings
alexion pharmaceuticals,lifetime brands,haynes international
pan american silver,netlist,cdk global
lkq,cenovus energy,state national companies
encana,sentinel energy services,intrepid potash
mizuho financial group,interface,karyopharm therapeutics
pure storage,semtech,klx
semtech,isoray,webster financial
pepco holdings,equinor asa,dot hill systems
udr,innospec,plx technology
nimble storage,seaspan,lannett
essex property trust,mosys,crh medical
ch robinson worldwide,janus henderson group plc,aeterna zentaris
ishares trust,brady,immunic
mentor graphics,microchip technology,pfenex
main street capital,proshares trust,echo global logistics
thor industries,willdan group,euronav
united natural foods,command security,ingredion
vivint solar,magenta therapeutics,adept technology
hanesbrands,connectone bancorp,t rowe price group
chesapeake utilities,veeva systems,regenxbio
air transport services group,syngenta ag,vale sa
tailored brands,maxygen,ldr holding
parsley energy,ixia,biomed realty trust
evertec,tubemogul,stillwater mining
disney walt,uroplasty,spartan motors
ringcentral,digitalglobe,verisk analytics
diamond offshore drilling,alnylam pharmaceuticals,ani pharmaceuticals
pervasive software,ambassadors group,carbo ceramics
quanex building products,kohls,arcbest
lsc communications,halliburton company,kennedy wilson holdings
air lease,hibbett sports,benchmark electronics
walter energy,azz,power integrations
stag industrial,carnival plc,youku tudou
stonegate bank,air products & chemicals,uil holdings
columbia pipeline group,krispy kreme doughnuts,natural health trends
aeropostale,imris,dimension therapeutics
affymetrix,national penn bancshares,lm funding america
pra group,shoretel,dolby laboratories
global x funds,ipass,teligent
amplify snack brands,barclays plc,piedmont natural gas
pjt partners,american eagle energy,care capital properties
milestone scientific,canadian imperial bank commerce,aac holdings
prudential financial,kilroy realty,anavex life sciences
medivation,silicon image,metaldyne performance group
verint systems,borgwarner,biotelemetry
acadia pharmaceuticals,sibanye stillwater,semgroup
goldman sachs group,oceanfirst financial,fuling global
seres therapeutics,angi homeservices,seritage growth properties
portola pharmaceuticals,unilever plc,verso
terraform power,ibio,intl fcstone
viewray,niu technologies,tillys
ameren,interactive brokers group,cytosorbents
vista outdoor,sogou,peak resorts
ruckus wireless,bandwidth,verastem
rice energy,saul centers,kalobios pharmaceuticals
walgreens boots alliance,aquantia,adeptus health
tesaro,central securities,crescent point energy
armstrong flooring,broadsoft,convergys
conformis,nisource,world acceptance
rex american resources,bcb bancorp,konami
cca industries,mcewen mining,advanced emissions solutions
qlogic,quorum health,galectin therapeutics
secureworks,waters,cubist pharmaceuticals
newell brands,bancfirst,perceptron
value line,rio tinto plc,emerald oil
integrated device technology,commerce bancshares,crosstex energy
flowers foods,api technologies,ep energy
consolidated edison,xoma,robert half international
hologic,meta financial group,advantest
ims health holdings,vocus,mrc global
plug power,forestar group,fairway group holdings
perkinelmer,asia pacific fund,ftd companies
ixia,straight path communications,concert pharmaceuticals
polycom,aware,cadence pharmaceuticals
mbia,altaba,wellcare health plans
equinix,bebe stores,valmont industries
cvent,microstrategy,triquint semiconductor
red rock resorts,pfsweb,anika therapeutics
aegion,chemtura,regal beloit
ionis pharmaceuticals,adamis pharmaceuticals,powersecure international
four corners property trust,medivation,capstone turbine
pandora media,starwood property trust,raven industries
diamond foods,cardinal financial,caesars acquisition
cst brands,united bancshares,staar surgical
united fire group,uti worldwide,measurement specialties
sarepta therapeutics,lions gate entertainment,q 2 holdings
applied micro circuits,privatebancorp,tpg specialty lending
canadian national railway,startek,borderfree
tellurian,movado group,square 1 financial
bloomin brands,vonage holdings,trinet group
southern copper,phh,aerohive networks
hill international,kubota,energous
cvr energy,responsys,korea fund
gamco investors,amedisys,questcor pharmaceuticals
empire resorts,pros holdings,carriage services
hudson pacific properties,firstmerit,hain celestial group
hospira,howard hughes,euronet worldwide
republic services,unifirst,celldex therapeutics
scotts miracle gro,conatus pharmaceuticals,ntt docomo
exactech,teleflex,lombard medical
mednax,aon plc,approach resources
agrium,red lion hotels,jive software
kraton,cheniere energy,aldeyra therapeutics
choice hotels international,century aluminum,electronics for imaging
sage therapeutics,olin,rackspace hosting
teradata,pool,examworks group
lendingclub,mannatech,heritage insurance holdings
fossil group,sun communities,protective life
turning point brands,moog,advanced energy industries
carlisle companies,riverbed technology,everbank financial
siteone landscape supply,switch,hittite microwave
virtu financial,skechers usa,orexigen therapeutics
acacia communications,mueller water products,albany molecular research
memorial resource development,jaguar health,universal corporation
virgin media,transalta,violin memory
anacor pharmaceuticals,mcclatchy,talisman energy
cimarex energy,,rockwood holdings
tegna,,tibco software
louisiana pacific,,parkervision
treehouse foods,,triangle petroleum
national cinemedia,,timken company
cormedix,,timkensteel
wageworks,,vitacost com
sigma aldrich,,american campus communities
merrimack pharmaceuticals,,education realty trust
shoe carnival,,chesapeake lodging trust
interoil,,radian group
analogic,,auxilium pharmaceuticals
jones lang lasalle,,asml holding
magnum hunter resources,,ctc media
interactive brokers group,,wp carey
jolla pharmaceutical,,neogen
nordson,,advanced drainage systems
5 global,,coventry health care
artesian resources,,journal communications
el paso electric,,onyx pharmaceuticals
cloud peak energy,,james river coal
nutanix,,silver spring networks
spark therapeutics,,international rectifier
twilio,,pharmerica
zoes kitchen,,cumulus media
paccar,,northeast bank
celator pharmaceuticals,,pixelworks
great plains energy,,taminco
demandware,,sonoco products
ew scripps company,,globe specialty metals
dermira,,green bancorp
nanthealth,,civitas solutions
nuvasive,,eagle bulk shipping
chemours,,fibrocell science
bluebird bio,,medley management
cooper companies,,yodlee
seattle genetics,,standard register
wpx energy,,agile therapeutics
superior energy services,,franks international
foundation medicine,,xcerra
ryder systems,,eagle point credit
oxford industries,,rush enterprises
marketo,,silicon motion technology
bgc partners,,mol global
agios pharmaceuticals,,map pharmaceuticals
pra health sciences,,first financial service
arrow electronics,,sap se
gray television,,first majestic silver
viad,,mueller industries
cavium,,sientra
western refining,,aegerion pharmaceuticals
microvision,,covance
emulex,,legacy reserves
eversource energy,,global eagle entertainment
amerco,,forest oil
strategy shares,,investors title
financial engines,,tanger factory outlet centers
altice usa,,spansion
atn international,,cipher pharmaceuticals
millennial media,,lasalle hotel properties
mcdermott international,,warren resources
borgwarner,,investors real estate trust
idexx laboratories,,second sight medical products
heartware international,,xenoport
archer daniels midland,,alder biopharmaceuticals
kimco realty,,iridium communications
puma biotechnology,,twin disc
insperity,,callidus software
stericycle,,trex company
parker hannifin,,greif
mondelez international,,bon ton stores
city office reit,,dine brands global
mobileye,,farmmi
hillshire brands,,cigna new
herc holdings,,sp plus
ambac financial group,,bilibili
nortek,,mvb financial
prime acquisition,,alkermes plc
whitewave foods,,revance therapeutics
juno therapeutics,,smartsheet
corelogic,,lakeland financial
biomarin pharmaceutical,,american superconductor
barracuda networks,,abaxis
pricesmart,,jounce therapeutics
mitel networks,,pluralsight
agl resources,,livexlive media
fmc technologies,,greensky
pinnacle financial partners,,genprex
omeros,,performance technologies
cambrex,,integer holdings
nxp semiconductors,,charah solutions
avangrid,,optinose
yum china holdings,,naked brand group
csra,,cui global
patheon,,transdigm group
delmar pharmaceuticals,,everquote
gfi group,,installed building products
silicon laboratories,,bank ozk
vbi vaccines,,ipg photonics
mfa financial,,tahoe resources
harsco,,arlo technologies
china lending,,wheaton precious metals
global medical reit,,intersect ent
federated investors,,virtra
aclaris therapeutics,,bank of princeton
ltc properties,,community bank system
bristow group,,liquidia technologies
zendesk,,svmk
infinera,,xrs
intellia therapeutics,,uniti group
pharmacyclics,,unity biotechnology
cognex,,front yard residential
orbcomm,,guardant health
posco,,armo biosciences
zebra technologies,,penney jc
first hawaiian,,mirati therapeutics
innospec,,valley financial
wingstop,,jbg smith properties
boise cascade,,elanco animal health
monster worldwide,,src energy
veritiv,,athenex
avexis,,qurate retail
winnebago industries,,tpi composites
post properties,,first merchants
staffing 360 solutions,,si bone
sirius xm holdings,,kar auction services
westwood holdings group,,information services group
limelight networks,,tivity health
sprint new,,ladder capital
atomera,,one stop systems
cyberonics,,ofs credit
travelers companies,,qutoutiao
intersil,,research frontiers
gnc holdings,,element solutions
rapid7,,om group
centric brands,,evolus
cantel medical,,astronics
itt educational services,,east west bancorp
mantech international,,jack the box
opko health,,immune design
omnicell,,time warner new
elf beauty,,seabridge gold
pdc energy,,codexis
clayton williams energy,,ngm biopharmaceuticals
american airlines group,,silk road medical
veeva systems,,world fuel services
compuware,,tradeweb markets
universal electronics,,leo holdings
navistar international,,limoneira
cepheid,,forterra
cardconnect,,coca cola consolidated
fb financial,,iamgold
resmed,,office properties income trust
apigee,,reata pharmaceuticals
sun communities,,ameris bancorp
impinj,,lakeland bancorp
sanmina,,village farms international
cbiz,,pareteum
everbridge,,rattler midstream lp
the trade desk,,sunworks
resolute energy,,amag pharmaceuticals
energy recovery,,dsp group
58 com,,turning point therapeutics
credit suisse group,,mercer international
wci communities,,helios technologies
capstar financial holdings,,energysolutions
commvault systems,,united airlines holdings
quanta services,,micron solutions
apptio,,health insurance innovations
chemtura,,newmont goldcorp
align technology,,caredx
verifone systems,,bancorp of new jersey
medical properties trust,,phunware
maxim integrated products,,phreesia
store capital,,karuna therapeutics
clovis oncology,,standard motor products
coupa software,,horizon bancorp
global blood therapeutics,,horizon global
image sensing systems,,sundial growers
versum materials,,business first bancshares
team health holdings,,first bancshares
ipic entertainment,,eagle point income
generac holdings,,universal forest products
infoblox,,avalara
qualys,,total sa
alnylam pharmaceuticals,,vermilion energy
vanda pharmaceuticals,,sutter rock capital
advanced disposal services,,bellus health
pacific ethanol,,10x genomics
camping world holdings,,krystal biotech
allegiant travel,,palomar holdings
maxlinear,,mayville engineering
universal insurance holdings,,envision solar international
hd supply holdings,,g1 therapeutics
alliant energy,,corcept therapeutics
martin marietta materials,,hbt financial
retrophin,,tricida
mammoth energy services,,galileo acquisition
avid technology,,ready capital
bnc bancorp,,cabaletta bio
rlj entertainment,,j2 global
ptc therapeutics,,biomx
invitation homes,,brigham minerals
hubspot,,twist bioscience
adtran,,kura oncology
ariad pharmaceuticals,,kaleyra
scorpio tankers,,arqule
edwards lifesciences,,sculptor capital management
be aerospace,,xperi
msg networks,,michaels companies
duluth holdings,,nextcure
acushnet holdings,,hyperdynamics
zuora,,guidewire software
gtt communications,,apollo investment
cna financial,,guidance software
sempra energy,,true religion apparel
providence service,,cumberland pharmaceuticals
conagra brands,,lodgenet interactive
open text,,brightcove
matador resources,,ziopharm oncology
gigamon,,insight enterprises
smart sand,,leapfrog enterprises
abm industries,,tal international group
regions financial new,,brainstorm cell therapeutics
hortonworks,,parker drilling
conduent,,tangoe
kinsale capital group,,quicksilver resources
texas industries,,berry petroleum
six flags entertainment,,domtar
sanchez energy,,gorman rupp
brookfield asset management,,capital bancorp
regency centers,,bazaarvoice
dryships,,acco brands
ingevity,,avalon rare metals
fifth third bancorp,,asgn
new york mortgage trust,,middlesex water
pegasystems,,fuel systems solutions
patterson companies,,sourcefire
liberty interactive,,astex pharmaceuticals
moxian,,trimas
rsp permian,,mako surgical
lmi aerospace,,zaza energy
flowserve,,retail properties of america
clarcor,,roundys
criteo sa,,craft brew alliance
worthington industries,,swisher hygiene
neurocrine biosciences,,faro technologies
kinross gold,,sequenom
sears canada,,midstates petroleum
therapeuticsmd,,access national
mogu,,envivio
insys therapeutics,,omega flex
finisar,,orasure technologies
kewaunee scientific,,fresh del monte produce
keurig green mountain,,pembina pipeline
dct industrial trust,,actuant
bwx technologies,,speedway motorsports
tetra tech,,harvest natural resources
waste connections,,ironwood pharmaceuticals
acorda therapeutics,,counterpath
interdigital,,hhgregg
gold reserve,,polyone
array biopharma,,accuray
kraft foods group,,bankunited
invensense,,ligand pharmaceuticals
sl green realty,,express scripts holding
mulesoft,,kayak software
okta,,antares pharma
gulfport energy,,lufkin industries
synergy pharmaceuticals,,eloqua
badger meter,,titanium metals
iconix brand group,,globus medical
alamo group,,supermedia
mindbody,,dex one
royal gold,,blyth
patterson uti energy,,durata therapeutics
receptos,,saba software
toro company,,lyondellbasell industries
hudson technologies,,hecla mining
exact sciences,,campus crest communities
assurant,,national bank holdings
basic energy services,,petroquest energy
altaba,,rigel pharmaceuticals
brookdale senior living,,kythera biopharmaceuticals
dendreon,,lsb industries
pacific continental,,procera networks
gt advanced technologies,,cymer
brooks automation,,prospect global resources
msc industrial direct,,spartech
advansix,,warnaco group
quad graphics,,newtek business services
wgl holdings,,arden group
first horizon national,,lancaster colony
diebold nixdorf,,exacttarget
progress software,,sl industries
novanta,,whitehorse finance
colucid pharmaceuticals,,iridex
cameco,,transact technologies
jagged peak energy,,cheniere energy partners lp
jeld wen holding,,ameristar casinos
mercury systems,,natus medical
tutor perini,,homestreet
brinker international,,epocrates
corecivic,,resources connection
rev group,,molex
ethan allen interiors,,acme packet
lululemon athletica,,conceptus
oclaro,,booz allen hamilton holding
wisdomtree investments,,general american investors
concur technologies,,function x
mead johnson nutrition,,affymax
skechers usa,,first internet bancorp
wabash national,,excel trust
bioverativ,,checkpoint systems
gevo,,tempur sealy international
snyders lance,,calgon carbon
auxilio,,model n
canada goose holdings,,kid brands
hilton worldwide holdings,,aviv reit
hamilton lane,,oil states international
chevron new,,dex media
westlake chemical,,first nbc bank holding
laredo petroleum,,theravance
mobileiron,,chuys holdings
medidata solutions,,healthcare realty trust
gardner denver,,american vanguard
arista networks,,channeladvisor
envision healthcare,,omthera pharmaceuticals
stec,,stewart enterprises
cgg,,colonial properties trust
lexington realty trust,,rudolph technologies
sound financial bancorp,,corporate resource services
welbilt,,textura
childrens place,,web com group
madison square garden new,,rubicon minerals
blueprint medicines,,cole real estate investments
air methods,,vanguard health systems
aurinia pharmaceuticals,,pzena investment management
r1 rcm,,harris teeter supermarkets
kcg holdings,,talos energy
cullen frost bankers,,trius therapeutics
insulet,,spreadtrum communications
amber road,,chimera investment
digital realty trust,,tearlab
qiagen,,onconova therapeutics
zs pharma,,oceaneering international
liberty broadband,,columbia banking system
medicines company,,bioamber
mdu resources group,,yume
allegheny technologies,,fox factory holding
dominion diamond,,source capital
hometown bankshares,,steinway musical instruments
spdr gold trust,,cobalt international energy
tenneco,,atlantic american
syntel,,atmi
alteryx,,alliance financial
macerich,,thl credit senior loan fund
voyager therapeutics,,himax technologies
autoliv,,kadant
just energy group,,tellabs
american woodmark,,kona grill
halozyme therapeutics,,vanguard index funds
ring energy,,mavenir systems
rlj lodging trust,,rubicon technology
brighthouse financial,,rda microelectronics
warrior met coal,,friendfinder networks
dxc technology,,vince holding
teradyne,,gold resource
paratek pharmaceuticals,,crown media holdings
cyrusone,,bre properties
penn national gaming,,leidos holdings
cara therapeutics,,capital senior living
schneider national,,calamp
john bean technologies,,nl industries
straight path communications,,westport fuel systems
hub group,,monsanto new
genomic health,,gsi technology
patrick industries,,micrel
cadence bancorp,,limbach holdings
cloudera,,stmicroelectronics
meridian bioscience,,met pro
usana health sciences,,strategic education
pc connection,,saratoga investment
luminex,,vuzix
novo nordisk as,,copsync
akamai technologies,,celestica
the meet group,,silver bay realty trust
transcat,,dorman products
antero midstream,,tobira therapeutics
umpqua holdings,,jg wentworth
vwr,,soliton
avantor,,prophase labs
quotient technology,,patriot national
heron therapeutics,,sundance energy
annaly capital management,,modine manufacturing
amn healthcare services,,photronics
gardner denver holdings,,a10 networks
altimmune,,compass diversified holdings
encore wire,,shiloh industries
del taco restaurants,,healthequity
osi systems,,nextdecade
bebe stores,,bank7
vistra energy,,hooper holmes
veritone,,ryman hospitality properties
siemens ag,,rocky brands
discover financial services,,flushing financial
flexion therapeutics,,telenav
daseke,,tri pointe group
immunomedics,,geeknet
atwood oceanics,,susquehanna bancshares
loxo oncology,,radisys
g iii apparel group,,republic airways holdings
keysight technologies,,wausau paper
new age beverages,,sparton
inovio pharmaceuticals,,nanoviricides
coresite realty,,aim immunotech
coherus biosciences,,relx
teekay,,cerence
sierra wireless,,allied healthcare products
blue apron holdings,,neuronetics
scientific games,,enzo biochem
farmland partners,,opgen
overhill farms,,zovio
fabrinet,,biomerica
spectranetics,,credit acceptance
dova pharmaceuticals,,summit wireless technologies
monogram residential trust,,international seaways
worldpay,,applied dna sciences
india fund,,peoples united financial
gold standard ventures,,daxor
sfx entertainment,,adma biologics
terraform global,,polar power
hms holdings,,service properties trust
cynosure,,replay acquisition
precipio,,rmg acquisition
pdf solutions,,beacon roofing supply
arcimoto,,centogene
netease,,magnetek
ceva,,stable road acquisition
sg blocks,,christopher and banks
sunrise senior living,,gabelli multimedia trust
scripps networks interactive,,cornerstone therapeutics
petiq,,coldwater creek
hibbett sports,,realnetworks
cutera,,united bancorp
andeavor,,multimedia games holding
first financial northwest,,coffee holding
amc entertainment holdings,,full house resorts
shutterstock,,pacific sunwear of
national retail properties,,oge energy
fuel tech,,reinsurance group of america
myokardia,,new mountain finance
petmed express,,transition therapeutics
fibrogen,,johnson outdoors
starwood waypoint homes,,re max holdings
summit materials,,delta apparel
granite construction,,profire energy
sterling construction,,bind therapeutics
ranger energy services,,houghton mifflin harcourt
supernus pharmaceuticals,,cyberoptics
agree realty,,navios maritime holdings
kennametal,,cytec industries
hooker furniture,,amalgamated bank
omnicom group,,flow international
camden property trust,,williams cos
insmed,,blucora
hci group,,catalyst pharmaceuticals
performance food group,,roper technologies
shire plc,,wrap technologies
lattice semiconductor,,americold realty trust
medallion financial,,crowdstrike holdings
brixmor property group,,techtarget
fulton financial,,american learning
zagg,,dollar general new
ubiquiti,,paragon commercial
cohu,,srax
healthcare trust of america,,transwitch
hollyfrontier,,kmg chemicals
cargurus,,ion geophysical
springworks therapeutics,,nupathe
zogenix,,realpage
heartland express,,electromed
l 3 technologies,,ciber
collegium pharmaceutical,,theratechnologies
rbc bearings,,anaren
pinnacle entertainment,,heelys
optical cable,,si financial group
vectren,,ascent capital group
luther burbank,,innovaro
acme united,,thai fund
service international,,amneal pharmaceuticals
qudian,,calix
rhythm pharmaceuticals,,mitcham industries
sea limited,,medicinova
lumentum holdings,,fx energy
deltic timber,,iteris
broadsoft,,mocon
national vision holdings,,kingstone companies
forescout technologies,,immucell
virtus investment partners,,daegis
group 1 automotive,,senomyx
calatlantic group,,rignet
heartland payment systems,,emagin
red robin gourmet burgers,,exfo
quality distribution,,icad
inflarx,,formfactor
