corporate capital trust,,essa bancorp
legacy acquisition,,cai international
select medical holdings,,crexendo
boingo wireless,,grainger ww
sterling bancorp,,accelrys
agilent technologies,,arotech
cytokinetics,,otelco
werner enterprises,,federal mogul holdings
aspen technology,,scansource
usa technologies,,banc of california
byline bancorp,,comverse technology
new residential investment,,vicon industries
diplomat pharmacy,,athersys
mgp ingredients,,citi trends
five prime therapeutics,,sevcon
ascena retail group,,weyco group
barnes group,,turkish investment fund
aerovironment,,cartesian
curo group holdings,,prosperity bancshares
granite point mortgage trust,,myrexis
denali therapeutics,,global ship lease
cboe global markets,,zhongpin
riot blockchain,,advanced photonix
darling ingredients,,lime energy
sibanye stillwater,,sport chalet
ttm technologies,,landauer
maxar technologies,,dunkin brands group
longfin,,littelfuse
crown holdings,,pldt
park city group,,navigant consulting
smart global holdings,,westpac banking
long blockchain,,supertex
ignyta,,northstar realty finance
net element,,isramco
mercadolibre,,baker michael
sangamo therapeutics,,ecb bancorp
anaptysbio,,freeseas
huya,,metalico
luckin coffee,,widepoint
ww international,,lumber liquidators holdings
expeditors international,,dycom industries
eldorado resorts,,iparty
natera,,nanosphere
axon enterprise,,systemax
tilray,,socket mobile
wyndham destinations,,genvec
fair isaac,,century bancorp
tandem diabetes care,,home bancorp
viking therapeutics,,nova lifestyle
hancock whitney,,community bankers trust
far point acquisition,,kopin
comcast new,,lawson products
capital southwest,,forward industries
mohawk industries,,taylor devices
abiomed,,caseys general stores
inseego,,symmetry medical
vir biotechnology,,encompass health
lee enterprises,,richmont mines
renewable energy group,,charm communications
independent bank group,,cryolife
grand canyon education,,nxstage medical
viacomcbs,,nelnet
aimmune therapeutics,,capitalsource
aradigm,,minco gold
vornado realty trust,,wesbanco
slack technologies,,cel sci
purple innovation,,healthstream
maxwell technologies,,clearone
taylor morrison home,,caleres
revolve group,,cubesmart
taubman centers,,viavi solutions
edgewell personal care,,pacific premier bancorp
datadog,,capital bank financial
cardlytics,,bp plc
cloudflare,,intevac
option care health,,polymet mining
franco nevada,,mexico fund
zscaler,,costamare
sprint nextel,,uni pixel
zoom technologies,,piper jaffray companies
realreal,,ark restaurants
starwood property trust,,rand logistics
livongo health,,trustmark
cryoport,,orion energy systems
shockwave medical,,e commerce china dangdang
monopar therapeutics,,inuvo
quidel,,metro bancorp
old dominion freight line,,insteel industries
equity lifestyle properties,,first south bancorp
equity commonwealth,,agilysys
ares management,,intermolecular
liquidity services,,merchants bancshares
teleflex,,manulife financial
invitae,,quinstreet
duke realty,,vista gold
energy focus,,spanish broadcasting system
simply good foods,,akoustis technologies
diamond s shipping,,amtrust financial services
diamond eagle acquisition,,banro
ashford hospitality trust,,general moly
tcf financial,,pokertek
dynatrace,,gw pharmaceuticals plc
expedia group,,tal education group
lithia motors,,echostar corporation
regional management,,landstar system
emergent biosolutions,,3sbio
enphase energy,,westell technologies
corteva,,marchex
peloton interactive,,51job
liveperson,,sypris solutions
bausch health companies,,ing groep
sprout social,,gramercy property trust
american software,,enersys
sorrento therapeutics,,onvia
forrester research,,internet initiative japan
gsx techedu,,xbiotech
cortexyme,,audentes therapeutics
meritage homes,,mexco energy
amyris,,tucows
lci industries,,enernoc
kontoor brands,,youdao
flex ltd,,memsic
glu mobile,,mac gray
douglas emmett,,hardinge
manpowergroup,,adams express
flir systems,,owl rock capital
agenus,,bridgebio pharma
cerus corporation,,box ships
american states water,,akerna
weis markets,,first midwest bancorp
ashland global holdings,,axos financial
molecular data,,voc energy trust
old republic international,,perficient
costar group,,guinness atkinson funds
cannae holdings,,vascular solutions
translate bio,,usa truck
arbor realty trust,,acorn energy
tortoise acquisition,,arrow financial
agnc investment,,balchem
skyline champion,,davidstea
ii vi,,integrated silicon solution
us global investors,,premier exhibitions
clean energy fuels,,highwoods properties
spartan energy acquisition,,builders firstsource
churchill capital,,cover all technologies
ameresco,,fisher communications
health catalyst,,new energy systems group
aphria,,dynavox
azz,,fairpoint communications
target hospitality,,zoltek companies
medallia,,morgans hotel group
pinduoduo,,entravision communications
keurig dr pepper,,evolving systems
collier creek holdings,,new york reit
cnx resources,,silver eagle acquisition
irhythm technologies,,spherix
adaptive biotechnologies,,merit medical systems
iqiyi,,connecture
remark holdings,,pennant group
principia biopharma,,solta medical
cadence design systems,,rmr group
momenta pharmaceuticals,,energy transfer lp
ping identity holding,,caplease
super micro computer,,suffolk bancorp
fulgent genetics,,neurometrix
malibu boats,,commercehub
teladoc health,,speed commerce
yamana gold,,spirit realty capital
pagerduty,,usio
catalent,,officemax new
vaxart,,ideal power
portland general electric,,winmark
igm biosciences,,era group
cnh industrial,,mogo
arrowhead pharmaceuticals,,sajan
anaplan,,ifresh
healthpeak properties,,gee group
green brick partners,,savara
avaya holdings,,vapotherm
virgin galactic holdings,,unitil
insurance acquisition,,onespan
varonis systems,,egain
welltower,,bolt technology
caci international,,franklin covey
scholar rock holding,,pure cycle
trupanion,,emmis communications
microstrategy,,schulman a
vici properties,,c 1 financial
united microelectronics,,adtalem global education
frequency therapeutics,,
blink charging,,
dpw holdings,,
turtle beach,,
atricure,,
wec energy group,,
gas natural,,
silver spike acquisition,,
lydall,,
prevail therapeutics,,
experience investment,,
new providence acquisition,,
truist financial,,
marathon patent group,,
ocugen,,
suntrust banks,,
rcs capital,,
xoom,,
lifeway foods,,
bank of hawaii,,
zafgen,,
dht holdings,,
nps pharmaceuticals,,
mwi veterinary supply,,
str holdings,,
wolverine world wide,,
habit restaurants,,
ocwen financial,,
ardmore shipping,,
relypsa,,
orbitz worldwide,,
umb financial,,
esterline technologies,,
olympic steel,,
rock tenn,,
world gold trust,,
empire state realty trust,,
advent software,,
sunopta,,
dr pepper snapple group,,
diana shipping,,
star bulk carriers,,
exelis,,
urban edge properties,,
columbia property trust,,
mts systems,,
achillion pharmaceuticals,,
inovalon holdings,,
rosetta resources,,
fleetcor technologies,,
bank of nova scotia,,
stifel financial,,
digital ally,,
blackhawk network holdings,,
sun life financial,,
pacwest bancorp,,
mattress firm holding,,
mannkind,,
avg technologies,,
neustar,,
dealertrack technologies,,
maxpoint interactive,,
comstock resources,,
goodrich petroleum,,
rti international metals,,
vivus,,
inogen,,
rentrak,,
redwood trust,,
exco resources,,
accelerate diagnostics,,
carefusion,,
goldman sachs bdc,,
antero resources,,
two harbors investment,,
synthetic biologics,,
central pacific financial,,
endocyte,,
franklin financial,,
rogers communications,,
vectrus,,
carpenter technology,,
pattern energy group,,
federal realty investment trust,,
hudson city bancorp,,
dyax,,
international game technology,,
physicians realty trust,,
spartannash,,
atlantic power,,
aurico gold,,
bmc software,,
party city holdco,,
aduro biotech,,
fusion io,,
websense,,
allete,,
eventbrite,,
nobilis health,,
riverbed technology,,
aerie pharmaceuticals,,
qlik technologies,,
global brokerage,,
nidec,,
omnivision technologies,,
new senior investment group,,
nu skin enterprises,,
synageva biopharma,,
infinity pharmaceuticals,,
pinnacle west capital,,
quiksilver,,
quinta holdings,,
spark networks,,
enova international,,
pure acquisition,,
molycorp,,
bank of kentucky financial,,
talen energy,,
outfront media,,
t mobile us,,
cms energy,,
evolent health,,
hcc insurance holdings,,
boulder brands,,
hovnanian enterprises,,
gentherm,,
enerplus,,
ryland group,,
ormat technologies,,
vse,,
varian medical systems,,
qep resources,,
mks instruments,,
entegris,,
meru networks,,
glaukos,,
milacron holdings,,
stantec,,
appfolio,,
gener8 maritime,,
newpark resources,,
zix,,
topbuild,,
green plains,,
cablevision systems,,
opus bank,,
tarena international,,
overseas shipholding group,,
anthera pharmaceuticals,,
thoratec,,
command security,,
national fuel gas,,
freightcar america,,
american railcar industries,,
pearson plc,,
radiant logistics,,
honeywell international,,
nantkwest,,
key energy services,,
vantage drilling,,
ellington financial,,
thl credit,,
teco energy,,
medassets,,
quorum health,,
uniqure,,
boot barn holdings,,
consolidated graphics,,
endologix,,
haynes international,,
cdk global,,
state national companies,,
houlihan lokey,,
intrepid potash,,
karyopharm therapeutics,,
calamos asset management,,
klx,,
webster financial,,
dot hill systems,,
epizyme,,
plx technology,,
cheetah mobile,,
lannett,,
crh medical,,
aeterna zentaris,,
methode electronics,,
tetraphase pharmaceuticals,,
immunic,,
pfenex,,
echo global logistics,,
euronav,,
solera holdings,,
ingredion,,
adept technology,,
sirona dental systems,,
t rowe price group,,
regenxbio,,
vale sa,,
ldr holding,,
biomed realty trust,,
nevro,,
stillwater mining,,
spartan motors,,
verisk analytics,,
ani pharmaceuticals,,
carbo ceramics,,
arcbest,,
uti worldwide,,
cpi card group,,
kennedy wilson holdings,,
benchmark electronics,,
proto labs,,
power integrations,,
youku tudou,,
fifth street asset management,,
uil holdings,,
natural health trends,,
dimension therapeutics,,
american farmland company,,
lm funding america,,
dolby laboratories,,
teligent,,
piedmont natural gas,,
care capital properties,,
aac holdings,,
lennox international,,
anavex life sciences,,
metaldyne performance group,,
biotelemetry,,
semgroup,,
fuling global,,
wright medical group,,
associated capital group,,
sally beauty holdings,,
seritage growth properties,,
blackbaud,,
atara biotherapeutics,,
verso,,
intl fcstone,,
tillys,,
cytosorbents,,
peak resorts,,
verastem,,
kalobios pharmaceuticals,,
adeptus health,,
crescent point energy,,
erin energy,,
convergys,,
world acceptance,,
cec entertainment,,
konami,,
advanced emissions solutions,,
xoma,,
galectin therapeutics,,
cubist pharmaceuticals,,
perceptron,,
emerald oil,,
crosstex energy,,
ep energy,,
seaspan,,
au optronics,,
robert half international,,
advantest,,
fiat chrysler automobiles,,
methanex,,
mrc global,,
fairway group holdings,,
ftd companies,,
concert pharmaceuticals,,
eagle pharmaceuticals,,
nephrogenex,,
cadence pharmaceuticals,,
wellcare health plans,,
valmont industries,,
graham holdings,,
logmein,,
northwest pipe,,
triquint semiconductor,,
intermune,,
anika therapeutics,,
nii holdings,,
skullcandy,,
ballard power systems,,
regal beloit,,
powersecure international,,
capstone turbine,,
uqm technologies,,
raven industries,,
caesars acquisition,,
staar surgical,,
measurement specialties,,
q 2 holdings,,
tpg specialty lending,,
borderfree,,
wabco holdings,,
square 1 financial,,
trinet group,,
aerohive networks,,
energous,,
idera pharmaceuticals,,
windstream holdings,,
korea fund,,
corium international,,
questcor pharmaceuticals,,
carriage services,,
hain celestial group,,
euronet worldwide,,
celldex therapeutics,,
spectrum pharmaceuticals,,
svb financial group,,
ntt docomo,,
lombard medical,,
approach resources,,
jive software,,
aldeyra therapeutics,,
electronics for imaging,,
rackspace hosting,,
examworks group,,
alcentra capital,,
rex energy,,
heritage insurance holdings,,
heritage financial,,
finjan holdings,,
protective life,,
advanced energy industries,,
everbank financial,,
hittite microwave,,
orexigen therapeutics,,
albany molecular research,,
american dg energy,,
universal corporation,,
tw telecom,,
violin memory,,
talisman energy,,
rockwood holdings,,
tibco software,,
bally technologies,,
parkervision,,
rpx,,
triangle petroleum,,
timken company,,
jason industries,,
timkensteel,,
vitacost com,,
american campus communities,,
education realty trust,,
unum group,,
chesapeake lodging trust,,
radian group,,
auxilium pharmaceuticals,,
asml holding,,
magellan health,,
cys investments,,
matthews international,,
ctc media,,
gentiva health services,,
wp carey,,
neogen,,
advanced drainage systems,,
hertz global holdings,,
contrafect,,
coventry health care,,
journal communications,,
california water service group,,
lions gate entertainment,,
onyx pharmaceuticals,,
shaw communications,,
james river coal,,
silver spring networks,,
international rectifier,,
asbury automotive group,,
burger king worldwide,,
pharmerica,,
cumulus media,,
northeast bank,,
pixelworks,,
taminco,,
sonoco products,,
aviva plc,,
globe specialty metals,,
green bancorp,,
civitas solutions,,
eagle bulk shipping,,
fibrocell science,,
cf industries holdings,,
medley management,,
yodlee,,
standard register,,
athlon energy,,
agile therapeutics,,
franks international,,
xcerra,,
eagle point credit,,
rush enterprises,,
silicon motion technology,,
mol global,,
kindred healthcare,,
map pharmaceuticals,,
bjs restaurants,,
first financial service,,
sap se,,
national holdings,,
first majestic silver,,
mueller industries,,
flotek industries,,
sientra,,
aegerion pharmaceuticals,,
covance,,
legacy reserves,,
fei company,,
realogy holdings,,
global eagle entertainment,,
paramount group,,
forest oil,,
investors title,,
tanger factory outlet centers,,
halcon resources,,
spansion,,
cipher pharmaceuticals,,
lasalle hotel properties,,
avalon holdings,,
warren resources,,
investors real estate trust,,
second sight medical products,,
xenoport,,
ablynx,,
newmark group,,
fte networks,,
moneygram international,,
liberty oilfield services,,
alder biopharmaceuticals,,
iridium communications,,
twin disc,,
callidus software,,
trex company,,
greif,,
bon ton stores,,
dine brands global,,
farmmi,,
cigna new,,
golden entertainment,,
sp plus,,
bonanza creek energy,,
yeti holdings,,
bilibili,,
mvb financial,,
alkermes plc,,
revance therapeutics,,
iqvia holdings,,
smartsheet,,
lakeland financial,,
jacobs engineering group,,
american superconductor,,
abaxis,,
jounce therapeutics,,
pluralsight,,
livexlive media,,
wabtec,,
greensky,,
watsco,,
movado group,,
deutsche bank ag,,
madrigal pharmaceuticals,,
genprex,,
casa systems,,
asm international,,
cronos group,,
performance technologies,,
integer holdings,,
us xpress enterprises,,
charah solutions,,
optinose,,
naked brand group,,
super league gaming,,
trustco bank,,
cui global,,
transdigm group,,
brightview holdings,,
everquote,,
installed building products,,
bank ozk,,
ipg photonics,,
zimmer biomet holdings,,
tahoe resources,,
arlo technologies,,
wheaton precious metals,,
intersect ent,,
virtra,,
bank of princeton,,
community bank system,,
liquidia technologies,,
svmk,,
xrs,,
uniti group,,
kemet,,
transenterix,,
unity biotechnology,,
front yard residential,,
guardant health,,
armo biosciences,,
penney jc,,
sendgrid,,
niu technologies,,
mirati therapeutics,,
valley financial,,
jbg smith properties,,
elanco animal health,,
src energy,,
athenex,,
qurate retail,,
autohome,,
nektar therapeutics,,
tpi composites,,
first merchants,,
douglas dynamics,,
si bone,,
kar auction services,,
information services group,,
tivity health,,
rue21,,
american finance trust,,
ladder capital,,
one stop systems,,
ofs credit,,
qutoutiao,,
research frontiers,,
element solutions,,
om group,,
evolus,,
covetrus,,
astronics,,
east west bancorp,,
avedro,,
jack the box,,
immune design,,
time warner new,,
seabridge gold,,
codexis,,
ngm biopharmaceuticals,,
silk road medical,,
world fuel services,,
tradeweb markets,,
leo holdings,,
limoneira,,
forterra,,
coca cola consolidated,,
iamgold,,
office properties income trust,,
reata pharmaceuticals,,
ameris bancorp,,
bankwell financial group,,
lakeland bancorp,,
village farms international,,
pareteum,,
rattler midstream lp,,
texas pacific land trust,,
conmed,,
sunworks,,
amag pharmaceuticals,,
dsp group,,
turning point therapeutics,,
covanta holding,,
ssr mining,,
mercer international,,
helios technologies,,
energysolutions,,
united airlines holdings,,
micron solutions,,
health insurance innovations,,
l3harris technologies,,
newmont goldcorp,,
franklin financial services,,
caredx,,
bancorp of new jersey,,
phunware,,
phreesia,,
karuna therapeutics,,
standard motor products,,
horizon bancorp,,
horizon global,,
sundial growers,,
amtd international,,
business first bancshares,,
first bancshares,,
eagle point income,,
angi homeservices,,
universal forest products,,
avalara,,
total sa,,
vermilion energy,,
sutter rock capital,,
bellus health,,
10x genomics,,
pace holdings,,
krystal biotech,,
exagen,,
digital turbine,,
palomar holdings,,
mayville engineering,,
envision solar international,,
g1 therapeutics,,
corcept therapeutics,,
prudential plc,,
hbt financial,,
tricida,,
galileo acquisition,,
ready capital,,
garrett motion,,
liberty property trust,,
cabaletta bio,,
columbia sportswear company,,
j2 global,,
biomx,,
iberiabank,,
juniper industrial holdings,,
hersha hospitality trust,,
progyny,,
brigham minerals,,
twist bioscience,,
kura oncology,,
kaleyra,,
hf foods group,,
synthorx,,
arqule,,
sculptor capital management,,
xperi,,
michaels companies,,
kodiak sciences,,
nextcure,,
hyperdynamics,,
guidewire software,,
nomura holdings,,
digital river,,
apollo investment,,
guidance software,,
true religion apparel,,
cumberland pharmaceuticals,,
lodgenet interactive,,
amtech systems,,
brightcove,,
ziopharm oncology,,
insight enterprises,,
leapfrog enterprises,,
tal international group,,
brainstorm cell therapeutics,,
parker drilling,,
kaydon,,
tangoe,,
quicksilver resources,,
berry petroleum,,
domtar,,
gorman rupp,,
associated estates realty,,
capital bancorp,,
mdc holdings,,
bazaarvoice,,
acco brands,,
avalon rare metals,,
united online,,
asgn,,
middlesex water,,
fuel systems solutions,,
sourcefire,,
astex pharmaceuticals,,
trimas,,
vocera communications,,
mako surgical,,
first financial holdings,,
zaza energy,,
retail properties of america,,
roundys,,
craft brew alliance,,
optimer pharmaceuticals,,
kaiser aluminum,,
swisher hygiene,,
faro technologies,,
vocus,,
sequenom,,
midstates petroleum,,
access national,,
envivio,,
omega flex,,
orasure technologies,,
suncoke energy,,
fresh del monte produce,,
pebblebrook hotel trust,,
pembina pipeline,,
actuant,,
speedway motorsports,,
harvest natural resources,,
health management associates,,
ironwood pharmaceuticals,,
pdl biopharma,,
ambassadors group,,
counterpath,,
hhgregg,,
polyone,,
accuray,,
bankunited,,
healthcare services group,,
ligand pharmaceuticals,,
rentech,,
express scripts holding,,
kayak software,,
ignite restaurant group,,
geoeye,,
national financial partners,,
cno financial group,,
e2open,,
antares pharma,,
lufkin industries,,
eloqua,,
viropharma,,
titanium metals,,
globus medical,,
supermedia,,
dex one,,
blyth,,
durata therapeutics,,
saba software,,
ares capital,,
lyondellbasell industries,,
hecla mining,,
campus crest communities,,
national bank holdings,,
petroquest energy,,
rigel pharmaceuticals,,
wms industries,,
garrison capital,,
kythera biopharmaceuticals,,
susser holdings,,
lsb industries,,
pss world medical,,
procera networks,,
cymer,,
prospect global resources,,
spartech,,
warnaco group,,
newtek business services,,
arden group,,
lancaster colony,,
monroe capital,,
exacttarget,,
sl industries,,
whitehorse finance,,
iridex,,
transact technologies,,
cheniere energy partners lp,,
northwest biotherapeutics,,
sandridge permian trust,,
ameristar casinos,,
natus medical,,
homestreet,,
epocrates,,
resources connection,,
molex,,
acme packet,,
conceptus,,
booz allen hamilton holding,,
general american investors,,
vonage holdings,,
function x,,
affymax,,
american assets trust,,
first internet bancorp,,
shfl entertainment,,
excel trust,,
checkpoint systems,,
tempur sealy international,,
calgon carbon,,
marin software,,
model n,,
kid brands,,
aviv reit,,
pros holdings,,
oil states international,,
dex media,,
first nbc bank holding,,
theravance,,
chuys holdings,,
healthcare realty trust,,
ubs ag,,
pacific coast oil trust,,
sps commerce,,
american vanguard,,
channeladvisor,,
omthera pharmaceuticals,,
stewart enterprises,,
colonial properties trust,,
rudolph technologies,,
encore capital group,,
corporate resource services,,
textura,,
blackstone mortgage trust,,
web com group,,
rubicon minerals,,
cole real estate investments,,
vanguard health systems,,
pzena investment management,,
harris teeter supermarkets,,
talos energy,,
trius therapeutics,,
spreadtrum communications,,
chimera investment,,
tearlab,,
onconova therapeutics,,
oceaneering international,,
columbia banking system,,
bioamber,,
yume,,
fox factory holding,,
source capital,,
steinway musical instruments,,
cobalt international energy,,
atlantic american,,
atmi,,
alliance financial,,
thl credit senior loan fund,,
himax technologies,,
customers bancorp,,
kadant,,
tellabs,,
kona grill,,
coleman cable,,
vanguard index funds,,
mavenir systems,,
rubicon technology,,
rda microelectronics,,
friendfinder networks,,
santarus,,
vince holding,,
gold resource,,
crown media holdings,,
bre properties,,
ezcorp,,
leidos holdings,,
aercap holdings,,
capital senior living,,
conatus pharmaceuticals,,
responsys,,
calamp,,
nl industries,,
westport fuel systems,,
monsanto new,,
gsi technology,,
micrel,,
chicos fas,,
united insurance holdings,,
limbach holdings,,
stmicroelectronics,,
met pro,,
strategic education,,
saratoga investment,,
vuzix,,
copsync,,
gibraltar industries,,
celestica,,
halliburton company,,
silver bay realty trust,,
dorman products,,
lexicon pharmaceuticals,,
tobira therapeutics,,
jg wentworth,,
soliton,,
prophase labs,,
patriot national,,
sundance energy,,
modine manufacturing,,
photronics,,
a10 networks,,
principal financial group,,
old national bancorp,,
invesco mortgage capital,,
compass diversified holdings,,
shiloh industries,,
healthequity,,
marinemax,,
nextdecade,,
dixie group,,
ibio,,
centerstate bank,,
bank7,,
hooper holmes,,
ryman hospitality properties,,
rocky brands,,
flushing financial,,
telenav,,
tri pointe group,,
geeknet,,
susquehanna bancshares,,
radisys,,
republic airways holdings,,
wausau paper,,
sparton,,
nanoviricides,,
dyadic international,,
aim immunotech,,
relx,,
cerence,,
allied healthcare products,,
neuronetics,,
enzo biochem,,
opgen,,
zovio,,
biomerica,,
astrotech,,
credit acceptance,,
summit wireless technologies,,
international seaways,,
rci hospitality holdings,,
applied dna sciences,,
peoples united financial,,
xpresspa group,,
genius brands international,,
daxor,,
adma biologics,,
polar power,,
service properties trust,,
replay acquisition,,
rmg acquisition,,
beacon roofing supply,,
centogene,,
magnetek,,
stable road acquisition,,
christopher and banks,,
gabelli multimedia trust,,
cornerstone therapeutics,,
coldwater creek,,
realnetworks,,
united bancorp,,
multimedia games holding,,
coffee holding,,
full house resorts,,
korea electric power,,
buckeye technologies,,
pacific sunwear of,,
oge energy,,
reinsurance group of america,,
new mountain finance,,
maidenform brands,,
transition therapeutics,,
johnson outdoors,,
re max holdings,,
delta apparel,,
profire energy,,
bind therapeutics,,
houghton mifflin harcourt,,
cyberoptics,,
navios maritime holdings,,
cytec industries,,
amalgamated bank,,
flow international,,
wsb holdings,,
jakks pacific,,
williams cos,,
angiodynamics,,
blucora,,
catalyst pharmaceuticals,,
asia pacific fund,,
pnm resources,,
roma financial,,
roper technologies,,
wrap technologies,,
americold realty trust,,
crowdstrike holdings,,
techtarget,,
american learning,,
dollar general new,,
china automotive systems,,
tc energy,,
paragon commercial,,
srax,,
transwitch,,
kmg chemicals,,
ion geophysical,,
nupathe,,
realpage,,
electromed,,
ciber,,
theratechnologies,,
anaren,,
heelys,,
si financial group,,
ascent capital group,,
european equity fund,,
innovaro,,
thai fund,,
amneal pharmaceuticals,,
calix,,
mitcham industries,,
medicinova,,
fx energy,,
iteris,,
mocon,,
kingstone companies,,
pfsweb,,
immucell,,
daegis,,
ur energy,,
senomyx,,
rignet,,
syngenta ag,,
emagin,,
exfo,,
shoretel,,
imris,,
mosys,,
icad,,
formfactor,,
essa bancorp,,
cai international,,
crexendo,,
grainger ww,,
maxygen,,
accelrys,,
arotech,,
otelco,,
federal mogul holdings,,
scansource,,
adamis pharmaceuticals,,
banc of california,,
comverse technology,,
vicon industries,,
athersys,,
cardinal financial,,
united bancshares,,
citi trends,,
sevcon,,
weyco group,,
turkish investment fund,,
cartesian,,
prosperity bancshares,,
myrexis,,
global ship lease,,
zhongpin,,
privatebancorp,,
advanced photonix,,
lime energy,,
sport chalet,,
lifetime brands,,
landauer,,
dunkin brands group,,
littelfuse,,
pldt,,
navigant consulting,,
westpac banking,,
supertex,,
northstar realty finance,,
uroplasty,,
isramco,,
baker michael,,
ecb bancorp,,
freeseas,,
metalico,,
widepoint,,
lumber liquidators holdings,,
central securities,,
amedisys,,
dycom industries,,
iparty,,
nanosphere,,
systemax,,
mcewen mining,,
socket mobile,,
firstmerit,,
genvec,,
century bancorp,,
home bancorp,,
nova lifestyle,,
saul centers,,
community bankers trust,,
kopin,,
lawson products,,
bancfirst,,
forward industries,,
aquantia,,
taylor devices,,
bcb bancorp,,
digitalglobe,,
caseys general stores,,
symmetry medical,,
encompass health,,
rio tinto plc,,
commerce bancshares,,
richmont mines,,
charm communications,,
api technologies,,
cryolife,,
nxstage medical,,
nelnet,,
capitalsource,,
minco gold,,
meta financial group,,
wesbanco,,
cel sci,,
healthstream,,
forestar group,,
clearone,,
caleres,,
cubesmart,,
viavi solutions,,
sogou,,
pacific premier bancorp,,
barclays plc,,
capital bank financial,,
bp plc,,
intevac,,
polymet mining,,
mexico fund,,
costamare,,
uni pixel,,
piper jaffray companies,,
ark restaurants,,
rand logistics,,
trustmark,,
orion energy systems,,
e commerce china dangdang,,
inuvo,,
metro bancorp,,
insteel industries,,
first south bancorp,,
agilysys,,
nordion,,
intermolecular,,
merchants bancshares,,
sentinel energy services,,
manulife financial,,
quinstreet,,
vista gold,,
spanish broadcasting system,,
akoustis technologies,,
amtrust financial services,,
banro,,
general moly,,
pokertek,,
gw pharmaceuticals plc,,
isoray,,
tal education group,,
equinor asa,,
echostar corporation,,
landstar system,,
3sbio,,
westell technologies,,
marchex,,
51job,,
sypris solutions,,
ing groep,,
gramercy property trust,,
enersys,,
janus henderson group plc,,
onvia,,
proshares trust,,
willdan group,,
internet initiative japan,,
magenta therapeutics,,
axcelis technologies,,
xbiotech,,
audentes therapeutics,,
mexco energy,,
tucows,,
enernoc,,
youdao,,
memsic,,
mac gray,,
hardinge,,
adams express,,
owl rock capital,,
bridgebio pharma,,
box ships,,
akerna,,
first midwest bancorp,,
liberty expedia holdings,,
axos financial,,
transalta,,
voc energy trust,,
perficient,,
guinness atkinson funds,,
mannatech,,
carnival plc,,
vascular solutions,,
usa truck,,
national penn bancshares,,
acorn energy,,
arrow financial,,
balchem,,
davidstea,,
integrated silicon solution,,
premier exhibitions,,
highwoods properties,,
american eagle energy,,
builders firstsource,,
canadian imperial bank commerce,,
cover all technologies,,
kilroy realty,,
fisher communications,,
silicon image,,
new energy systems group,,
connectone bancorp,,
dynavox,,
fairpoint communications,,
zoltek companies,,
morgans hotel group,,
entravision communications,,
evolving systems,,
new york reit,,
silver eagle acquisition,,
tubemogul,,
spherix,,
merit medical systems,,
connecture,,
pennant group,,
oceanfirst financial,,
solta medical,,
rmr group,,
energy transfer lp,,
unilever plc,,
caplease,,
suffolk bancorp,,
neurometrix,,
commercehub,,
speed commerce,,
spirit realty capital,,
usio,,
officemax new,,
aon plc,,
red lion hotels,,
ideal power,,
winmark,,
era group,,
mogo,,
sajan,,
ifresh,,
gee group,,
savara,,
vapotherm,,
unitil,,
onespan,,
egain,,
bolt technology,,
franklin covey,,
pure cycle,,
emmis communications,,
schulman a,,
c 1 financial,,
jaguar health,,
adtalem global education,,
