,gvkey,permno,ticker,names.firms,names.firms.1,regexes,done
302,18561,14149,BNFT,BENEFITFOCUS INC,BENEFITFOCUS,,1
303,14822,17743,WRB,BERKLEY (W R) CORP,BERKLEY,,1
304,180483,13604,BERY,BERRY GLOBAL GROUP INC,BERRY GLOBAL,,1
305,20044,14951,BGSF,BG STAFFING INC,BG STAFFING,,1
306,127377,87487,BGCP,BGC PARTNERS INC,BGC PARTNERS,B.?G.?C PARTNERS,1
307,166733,92088,BIDZ,BIDZ.COM INC,BIDZ.COM,BIDZ\.?COM,1
308,145041,89413,BGFV,BIG 5 SPORTING GOODS CORP,BIG 5 SPORTING GOODS,BIG 5 SPORTING GOODS|BIG FIVE SPORTING GOODS,1
309,12123,67467,BIG,BIG LOTS INC,BIG LOTS,,1
310,176863,91889,BBND,BIGBAND NETWORKS INC,BIGBAND NETWORKS,,1
311,3424,26607,BH,BIGLARI HOLDINGS INC,BIGLARI,,1
312,65905,85526,BASI,BIOANALYTICAL SYSTEMS INC,BIOANALYTICAL SYSTEMS,,1
313,177112,92032,BIOD,BIODEL INC,BIODEL,,1
314,148219,89445,BDSI,BIODELIVERY SCIENCES INTL,BIODELIVERY SCIENCES,,1
315,178800,92431,BFRM,BIOFORM MEDICAL INC,BIOFORM MEDICAL,,1
316,17199,76038,BLFS,BIOLIFE SOLUTIONS INC,BIOLIFE SOLUTIONS,,1
317,166569,91267,BMTI,BIOMIMETIC THERAPEUTICS INC,BIOMIMETIC THERAPEUTICS,,1
318,64375,84514,BSTE,BIOSITE INC,BIOSITE,,1
319,24710,77208,BSTC,BIOSPECIFICS TECHNOLOGIES CP,BIOSPECIFICS TECH*,,1
320,179441,92587,BEAT,BIOTELEMETRY INC,BIOTELEMETRY,,1
321,32941,17349,BTAI,BIOXCEL THERAPEUTICS,BIOXCEL THERAPEUTICS,,1
322,66610,85804,BDMS,BIRNER DENTAL MGMT SVCS INC,BIRNER DENTAL MGMT SERVICES,BIRNER DENTAL,1
323,63895,84057,BITS,BITSTREAM INC  -CL A,BITSTREAM,,1
324,26012,78172,BBOX,BLACK BOX CORP,BLACK BOX,BLACK BOX CORP*,1
325,2259,61946,BKH,BLACK HILLS CORP,BLACK HILLS,BLACK HILLS CORP*,1
326,180272,92697,BKI,BLACK KNIGHT INC,BLACK KNIGHT,BLACK KNIGHT INC*,1
327,264386,90220,BBBB,BLACKBOARD INC,BLACKBOARD,BLACKBOARD INC*,1
328,17550,13875,HAWK,BLACKHAWK NETWORK HLDGS INC,BLACKHAWK NETWORK,,1
329,28420,16381,BL,BLACKLINE INC,BLACKLINE,,1
330,177782,92090,BKCC,BLACKROCK CAPITAL INVT CORP,BLACKROCK CAPITAL INVT,BLACKROCK CAPITAL INVESTMENT,1
331,124434,87267,BLK,BLACKROCK INC,BLACKROCK,,1
332,171023,13380,TCPC,BLACKROCK TCP CAPITAL,BLACKROCK TCP CAPITAL,BLACKROCK T.?C.?P CAPITAL,1
333,2269,49373,HRB,BLOCK H & R INC,BLOCK H & R,BLOCK H.?R|BLOCK H AND R|BLOCK H .? R,1
334,171049,13548,BLMN,BLOOMIN' BRANDS INC,BLOOMIN' BRANDS,BLOOMIN.? BRANDS,1
335,2271,65154,BLT,BLOUNT INTL INC,BLOUNT,BLOUNT INTERNATIONAL,1
336,126615,87377,BCSI,BLUE COAT SYSTEMS INC,BLUE COAT SYSTEMS,,1
337,66029,91419,BRMR,BLUE RIDGE MOUNTAIN RESOURCE,BLUE RIDGE MOUNTAIN RESOURCE,,1
338,17998,13947,BLUE,BLUEBIRD BIO INC,BLUEBIRD BIO,,1
339,11877,17047,BXG,BLUEGREEN VACATNS CORP,BLUEGREEN VACATNS,BLUEGREEN VACATIONS,1
340,23407,15284,BPMC,BLUEPRINT MEDICINES CORP,BLUEPRINT MEDICINES,,1
341,14650,11976,BMC,BMC SOFTWARE INC,BMC SOFTWARE,B.?M.?C SOFTWARE,1
342,24415,14106,BMCH,BMC STOCK HOLDINGS INC,BMC STOCK,B.?M.?C STOCK,1
343,66198,91429,BJGP,BMP SUNSTONE CORP,BMP SUNSTONE,B.?M.?P SUNSTONE,1
344,2282,18570,BOBE,BOB EVANS FARMS,BOB EVANS FARMS,,1
345,16486,13766,BCC,BOISE CASCADE CO,BOISE CASCADE,,1
346,177697,92105,BZ,BOISE INC,BOISE,BOISE INC*,1
347,23594,15363,BOJA,BOJANGLES' INC,BOJANGLES',BOJANGLES.?,1
348,24447,76892,BOKF,BOK FINANCIAL CORP,BOK FINANCIAL,,1
349,119314,86783,BKNG,BOOKING HOLDINGS INC,BOOKING,BOOKING HOLDINGS,1
350,25896,78050,BAMM,BOOKS-A-MILLION INC,BOOKS-A-MILLION,BOOKS.?A.?MILLION,1
351,21898,14953,BOOT,BOOT BARN HOLDINGS INC,BOOT BARN,,1
352,31849,81654,BGPIQ,BORDERS GROUP INC,BORDERS,BORDERS GROUP,1
353,118223,86717,EPAY,BOTTOMLINE TECHNOLOGIES INC,BOTTOMLINE TECH*,,1
354,20088,15145,BOX,BOX INC,BOX,BOX INC*,1
355,2352,18973,BRC,BRADY CORP,BRADY,BRADY CORP*,1
356,185194,12348,BBRG,BRAVO BRIO RESTAURANT GP INC,BRAVO BRIO RESTAURANT,,1
357,10692,61209,BZC,BREEZE-EASTERN CORP,BREEZE-EASTERN,BREEZE.?EASTERN,1
358,143910,89642,BBNK,BRIDGE CAPITAL HOLDINGS,BRIDGE CAPITAL,,1
359,65275,13739,BFAM,BRIGHT HORIZONS FAMILY SOLTN,BRIGHT HORIZONS FAMILY SOLTN,BRIGHT HORIZONS,1
360,30006,80439,CELL,BRIGHTPOINT INC,BRIGHTPOINT,,1
361,28590,18649,BCO,BRINKS CO,BRINKS,,1
362,66708,85963,BRCM,BROADCOM CORP,BROADCOM,,1
363,180711,93002,AVGO,BROADCOM INC,BROADCOM,,1
364,176928,91849,BR,BROADRIDGE FINANCIAL SOLUTNS,BROADRIDGE FINANCIAL SOLUTNS,BROADRIDGE FINANCIAL,1
365,63099,83630,BVSN,BROADVISION INC,BROADVISION,,1
366,179249,92917,BWEN,BROADWIND INC,BROADWIND,,1
367,120774,86881,BRCD,BROCADE COMMUNICATIONS SYS,BROCADE COMMUNICATIONS SYS,BROCADE COMMUNICATIONS,1
368,164075,90858,BRNC,BRONCO DRILLING CO,BRONCO DRILLING,,1
369,140905,88817,EPL,EPL OIL & GAS INC,EPL OIL & GAS,E.?P.?L,1
370,63986,84234,PLUS,EPLUS INC,EPLUS,,1
371,4430,24328,EQT,EQT CORP,EQT,,1
372,64341,84559,ERT,ERESEARCHTECHNOLOGY INC,ERESEARCHTECH*,,1
373,4450,31691,ESP,ESPEY MFG & ELECTRONICS CORP,ESPEY MFG & ELECTRONICS,,1
374,23238,15291,ETSY,ETSY INC,ETSY,,1
375,64536,84606,EEFT,EURONET WORLDWIDE INC,EURONET WORLDWIDE,,1
376,163720,90725,EVVV,EV3 INC,EV3,,1
377,65176,89038,EVBN,EVANS BANCORP INC,EVANS BANCORP,,1
378,33444,17811,EVLO,EVELO BIOSCIENCES INC,EVELO BIOSCIENCES,,1
379,165728,84185,EVK,EVER-GLORY INTL GROUP INC,EVER-GLORY,EVER.?GLORY,1
380,27874,16287,EVBG,EVERBRIDGE INC,EVERBRIDGE,,1
381,174744,91413,EVR,EVERCORE INC,EVERCORE,,1
382,163678,90885,EVRI,EVERI HOLDINGS INC,EVERI,,1
383,33694,17880,EVER,EVERQUOTE INC,EVERQUOTE,,1
384,185375,13837,EVTC,EVERTEC INC,EVERTEC,,1
385,184208,14506,EVDY,EVERYDAY HEALTH INC,EVERYDAY HEALTH,EVERYDAY HEALTH INC*,1
386,7295,87437,EVI,EVI INDUSTRIES INC,EVI INDUSTRIES,,1
387,62626,83411,EPM,EVOLUTION PETROLEUM CORP,EVOLUTION PETROLEUM,,1
388,110529,86062,EVOL,EVOLVING SYSTEMS INC,EVOLVING SYSTEMS,,1
389,32610,17035,AQUA,EVOQUA WATER TECH,EVOQUA WATER TECH,,1
390,14535,84176,SSP,EW SCRIPPS  -CL A,EW SCRIPPS,E.?W.? SRIPPS,1
391,187773,13454,EXA,EXA CORP,EXA,,1
392,141277,88863,EXAS,EXACT SCIENCES CORP,EXACT SCIENCES,,1
393,62948,83503,EXAC,EXACTECH INC,EXACTECH,,1
394,4476,87696,EXAR,EXAR CORP,EXAR,,1
395,162449,91500,EXLS,EXLSERVICE HOLDINGS INC,EXLSERVICE,,1
396,23027,76261,EXPO,EXPONENT INC,EXPONENT,,1
397,184323,93373,EXPR,EXPRESS INC,EXPRESS,EXPRESS INC,1
398,144375,89367,XJT,EXPRESSJET HOLDINGS INC,EXPRESSJET,,1
399,119574,86822,EXTR,EXTREME NETWORKS INC,EXTREME NETWORKS,,1
400,24430,76798,EZPW,EZCORP INC  -CL A,EZCORP,,1
401,18049,10629,FNB,F N B CORP/FL,F N B,FNB,1
402,63172,83597,FDS,FACTSET RESEARCH SYSTEMS INC,FACTSET RESEARCH SYSTEMS,,1
403,13824,11533,FICO,FAIR ISAAC CORP,FAIR ISAAC,,1
404,185277,14961,FMSA,FAIRMOUNT SANTROL HOLDINGS,FAIRMOUNT SANTROL,,1
405,148217,90555,FRP,FAIRPOINT COMMUNICATIONS INC,FAIRPOINT COMMUNICATIONS,,1
406,34034,16905,FLMN,FALCON MINERALS CORP,FALCON MINERALS,,1
407,30398,89099,FALC,FALCONSTOR SOFTWARE INC,FALCONSTOR SOFTWARE,FALCONSTOR*,1
408,4579,34367,FARM,FARMER BROTHERS CO,FARMER BROTHERS,,1
409,65421,85372,FARO,FARO TECHNOLOGIES INC,FARO TECH*,,1
410,14225,11618,FAST,FASTENAL CO,FASTENAL,,1
411,32592,16981,FAT,FAT BRANDS INC,FAT BRANDS,,1
412,175131,92093,FBRC,FBR & CO,FBR,,1
413,187252,14851,FCB,FCB FINANCIAL HOLDINGS INC,FCB FINANCIAL,,1
414,176521,91898,FCSX,FCSTONE GROUP INC,FCSTONE,,1
415,15208,75789,FMCC,FEDERAL HOME LOAN MORTG CORP,FEDERAL HOME LOAN MORTG,,1
416,4601,51043,FNMA,FEDERAL NATIONAL MORTGA ASSN,FEDERAL NATIONAL MORTGA ASSN,,1
417,4608,47706,FSS,FEDERAL SIGNAL CORP,FEDERAL SIGNAL,,1
418,4600,92640,FDML,FEDERAL-MOGUL HOLDINGS CORP,FEDERAL-MOGUL,FEDERAL.?MOGUL,1
419,115766,86435,FNHC,FEDNAT HOLDING COMPANY,FEDNAT HOLDING COMPANY,,1
420,31881,81705,FEIC,FEI CO,FEI,,1
421,127644,91837,ADY,FEIHE INTERNATIONAL INC,FEIHE INTERNATIONAL,,1
422,4622,21135,FOE,FERRO CORP,FERRO,,1
423,65908,88161,FTGX,FIBERNET TELECOM GROUP INC,FIBERNET TELECOM,,1
424,165993,89003,FIS,FIDELITY NATIONAL INFO SVCS,FIDELITY NATIONAL INFO SERVICES,,1
425,165264,90925,FNF,FIDELITY NATL FINL FNF GROUP,FIDELITY NATL FINL FNF,,1
426,187833,13375,FRGI,FIESTA RESTAURANT GROUP INC,FIESTA RESTAURANT,,1
427,21696,15008,FSAM,FIFTH STREET ASSET MGMT INC,FIFTH STREET ASSET MGMT,,1
428,4640,34746,FITB,FIFTH THIRD BANCORP,FIFTH THIRD BANCORP,,1
429,184009,93305,FNGN,FINANCIAL ENGINES INC,FINANCIAL ENGINES,FINANCIAL ENGINES*,1
430,121713,86965,FISI,FINANCIAL INSTITUTIONS INC,FINANCIAL INSTITUTIONS,,1
431,25357,77669,FINL,FINISH LINE INC  -CL A,FINISH LINE,,1
432,18108,91893,FNJN,FINJAN HOLDINGS INC,FINJAN,,1
433,18487,14159,FEYE,FIREEYE INC,FIREEYE,,1
434,154254,89752,FADV,FIRST ADVANTAGE CORP,FIRST ADVANTAGE,FIRST ADVANTAGE CORP*,1
435,184899,93374,FAF,FIRST AMERICAN FINANCIAL CP,FIRST AMERICAN FINANCIAL,,1
436,16821,11018,FBP,FIRST BANCORP P R,FIRST BANCORP P R,FIRST BANCORP,1
437,177009,14310,FRBA,FIRST BANK,FIRST BANK,,1
438,26071,88944,FCBC,FIRST CMNTY BANCSHARES INC,FIRSTCOMMUNITY BANCSHARES,,1
439,18241,77643,FCF,FIRST COMMONWLTH FINL CP/PA,FIRST COMMONWLTH FINL CP/PA,,1
440,25157,15703,FDC,FIRST DATA CORP,FIRST DATA,FIRST DATA CORP*,1
441,16836,35503,FFCH,FIRST FINANCIAL HOLDINGS-OLD,FIRST FINANCIAL HOLDINGS-OLD,FIRST FINANCIAL HOLDINGS,1
442,20677,15064,FFWM,FIRST FOUNDATION INC,FIRST FOUNDATION,,1
443,27665,16253,FHB,FIRST HAWAIIAN INC,FIRST HAWAIIAN,,1
444,4737,36397,FHN,FIRST HORIZON CORP,FIRST HORIZON,,1
445,156156,89877,FMD,FIRST MARBLEHEAD CORP,FIRST MARBLEHEAD,,1
446,16845,75605,FRME,FIRST MERCHANTS CORP,FIRST MERCHANTS,,1
447,11896,35917,FMBI,FIRST MIDWEST BANCORP INC,FIRST MIDWEST BANCORP,,1
448,109683,85994,FNFG,FIRST NIAGARA FINANCIAL GRP,FIRST NIAGARA FINANCIAL,,1
449,14275,12448,FRC,FIRST REPUBLIC BANK,FIRST REPUBLIC BANK,,1
450,164368,90862,FSGI,FIRST SECURITY GROUP INC,FIRST SECURITY,,1
451,175404,91611,FSLR,FIRST SOLAR INC,FIRST SOLAR,,1
452,8099,23026,FE,FIRSTENERGY CORP,FIRSTENERGY,,1
453,4678,35167,FMER,FIRSTMERIT CORP,FIRSTMERIT,,1
454,12635,10696,FISV,FISERV INC,FISERV,,1
455,171141,13527,FIVE,FIVE BELOW INC,FIVE BELOW,FIVE BELOW,1
456,31108,16746,FPH,FIVE POINT HOLDINGS LLC,FIVE POINT,,1
457,18430,14161,FPRX,FIVE PRIME THERAPEUTICS INC,FIVE PRIME THERAPEUTICS,,1
458,146500,89252,FVE,FIVE STAR SENIOR LIVING INC,FIVE STAR SENIOR LIVING,,1
459,64699,84734,FBC,FLAGSTAR BANCORP INC,FLAGSTAR BANCORP,,1
460,4771,36768,FLXS,FLEXSTEEL INDUSTRIES INC,FLEXSTEEL INDUSTRIES,,1
461,22155,16664,FND,FLOOR & DECOR HLDGS,FLOOR & DECOR,FLOOR & DECOR HOLDINGS|FLOOR AND DECOR HOLDINGS,1
462,28347,90783,FTK,FLOTEK INDUSTRIES INC,FLOTEK INDUSTRIES,,1
463,4809,88924,FLO,FLOWERS FOODS INC,FLOWERS FOODS,,1
464,4108,30940,FLS,FLOWSERVE CORP,FLOWSERVE,,1
465,183799,92486,FLNT,FLUENT INC,FLUENT,,1
466,4818,88853,FLR,FLUOR CORP,FLUOR,,1
467,4510,19166,FMC,FMC CORP,FMC,,1
468,189462,15426,FOGO,FOGO DE CHAO INC,FOGO DE CHAO,FOGO DE CHAO,1
469,4839,25785,F,FORD MOTOR CO,FORD MOTOR,FORD,1
470,179077,92478,FOR,FORESTAR GROUP INC,FORESTAR,,1
471,148390,89753,FORM,FORMFACTOR INC,FORMFACTOR,,1
472,64061,84210,FORR,FORRESTER RESEARCH INC,FORRESTER RESEARCH,,1
473,176595,91750,FIG,FORTRESS INVESTMENT GRP LLC,FORTRESS INVESTMENT,,1
474,19484,15351,FTAI,FORTRESS TRANS INFRASTR INVS,FORTRESS TRANS INFRASTR INVS,,1
475,33696,17883,FTSV,FORTY SEVEN INC,FORTY SEVEN,FORTY SEVEN INC*,1
476,171059,13337,FET,FORUM ENERGY TECH INC,FORUM ENERGY TECH,,1
477,29206,79841,FWRD,FORWARD AIR CORP,FORWARD AIR,,1
478,28118,79089,FOSL,FOSSIL GROUP INC,FOSSIL,FOSSIL GROUP,1
479,4860,37402,FSTR,FOSTER (LB) CO,FOSTER,FOSTER CO*,1
480,29835,16579,FBM,FOUNDATION BLDG MRL INC,FOUNDATION BLDG MRL,,1
481,18469,14160,FMI,FOUNDATION MEDICINE INC,FOUNDATION MEDICINE,,1
482,124319,87229,FDRY,FOUNDRY NETWORKS INC,FOUNDRY NETWORKS,,1
483,18320,14097,FOXF,FOX FACTORY HOLDING CP,FOX FACTORY,,1
484,63415,83866,FPIC,FPIC INSURANCE GROUP INC,FPIC INSURANCE,,1
485,187041,12915,FRAN,FRANCESCAS HOLDINGS CORP,FRANCESCAS,FRANCESCAS HOLDINGS CORP*,1
486,25331,77637,FC,FRANKLIN COVEY CO,FRANKLIN COVEY,,1
487,4881,37568,FELE,FRANKLIN ELECTRIC CO INC,FRANKLIN ELECTRIC,,1
488,4885,37584,BEN,FRANKLIN RESOURCES INC,FRANKLIN RESOURCES,,1
489,14590,81774,FCX,FREEPORT-MCMORAN INC,FREEPORT-MCMORAN,,1
490,162742,90672,RAIL,FREIGHTCAR AMERICA INC,FREIGHTCAR AMERICA,,1
491,4900,62228,FEIM,FREQUENCY ELECTRONICS INC,FREQUENCY ELECTRONICS,,1
492,184807,12410,TFM,FRESH MARKET INC,FRESH MARKET,FRESH MARKET INC*,1
493,109584,85978,FTBK,FRONTIER FINANCIAL CORP/WA,FRONTIER FINANCIAL,,1
494,11257,56063,FTO,FRONTIER OIL CORP,FRONTIER OIL,,1
495,12926,10443,FRPH,FRP HOLDINGS INC,FRP,,1
496,62823,83509,FCN,FTI CONSULTING INC,FTI CONSULTING,F.?T.?I.? CONSULTING,1
497,33067,17273,FTSI,FTS INTERNATIONAL INC,FTS INTERNATIONAL,,1
498,12559,10667,FSYS,FUEL SYSTEMS SOLUTIONS INC,FUEL SYSTEMS SOLUTIONS,F.?T.?S.? INTERNATIONAL,1
499,28819,79586,FTEK,FUEL TECH INC,FUEL TECH,,1
500,25430,77699,FCEL,FUELCELL ENERGY INC,FUELCELL ENERGY,,1
501,28012,16290,FLGT,FULGENT GENETICS INC,FULGENT GENETICS,,1
502,28749,79490,FLL,FULL HOUSE RESORTS INC,FULL HOUSE RESORTS,,1
503,186683,12865,FIO,FUSION-IO INC,FUSION-IO,FUSION.?IO,1
504,287462,12615,FF,FUTUREFUEL CORP,FUTUREFUEL,,1
505,28460,83659,FXEN,FX ENERGY INC,FX ENERGY,FX ENERGY,1
506,19402,75905,GIII,G-III APPAREL GROUP LTD,G-III APPAREL,G.?III APPAREL,1
507,4936,37955,GK,G&K SERVICES INC  -CL A,G&K SERVICES,G.?K SERVICES|G AND K SERVICES,1
508,125601,87321,GAIA,GAIA INC,GAIA,,1
509,183528,12451,GCAP,GAIN CAPITAL HOLDINGS INC,GAIN CAPITAL,GAIN CAPITAL HOLDINGS,1
510,19574,14490,GCI,GANNETT CO INC,GANNETT,,1
511,4990,59010,GPS,GAP INC,GAP,GAP,1
512,12441,79698,IT,GARTNER INC,GARTNER,GARTNER,1
513,12994,10001,EGAS,GAS NATURAL INC,GAS NATURAL,,1
514,119295,89021,GBTS,GATEWAY FINANCIAL HLDGS INC,GATEWAY FINANCIAL,,1
515,4941,12036,GATX,GATX CORP,GATX,,1
516,13375,12173,GNCMA,GCI LIBERTY INC -OLD,GCI LIBERTY INC -OLD,,1
517,26812,15917,GCP,GCP APPLIED TECHNOLOGIES INC,GCP APPLIED TECH*,,1
518,17202,75861,GEHL,GEHL CO,GEHL,GEHL,1
519,62261,84005,GMST,GEMSTAR-TV GUIDE INTL INC,GEMSTAR-TV GUIDE,GEMSTAR.?T.?V.? GUIDE,1
520,22373,87053,GNSS,GENASYS INC,GENASYS,GENASYS,1
521,163930,15597,GNK,GENCO SHIPPING & TRADING,GENCO SHIPPING & TRADING,GENCO SHIPPING & TRADING|GENCO SHIPPING AND TRADING,1
522,183736,93246,GNRC,GENERAC HOLDINGS INC,GENERAC,GENERAC,1
523,25405,84776,BGC,GENERAL CABLE CORP/DE,GENERAL CABLE,,1
524,5046,12052,GD,GENERAL DYNAMICS CORP,GENERAL DYNAMICS,,1
525,166789,91299,GFN,GENERAL FINANCE CORP/DE,GENERAL FINANCE,,1
526,160961,92332,GSIH,GENERAL STEEL HOLDINGS INC,GENERAL STEEL,,1
527,63123,83661,GWR,GENESEE & WYOMING INC  -CL A,GENESEE & WYOMING,GENESEE & WYOMING|GENESEE AND WYOMING,1
528,190590,13019,GNE,GENIE ENERGY LTD,GENIE ENERGY,,1
529,19425,14458,GNCA,GENOCEA BIOSCIENCES INC,GENOCEA BIOSCIENCES,,1
530,5125,46674,GPC,GENUINE PARTS CO,GENUINE PARTS,,1
531,30536,80774,GEO,GEO GROUP INC,GEO,GEO GROUP,1
532,64994,85042,GVHR,GEVITY HR INC,GEVITY HR,,1
533,186437,12579,GEVO,GEVO INC,GEVO,GEVO,1
534,29131,79862,ROCK,GIBRALTAR INDUSTRIES INC,GIBRALTAR INDUSTRIES,,1
535,32796,17245,GIG,GIGCAPITAL INC,GIGCAPITAL,GIGCAPITAL,1
536,11819,87856,GLCH,GLEACHER & COMPANY INC,GLEACHER & COMPANY,GLEACHER & COMPANY|GLEACHER AND COMPANY,1
537,185344,13903,BRSS,GLOBAL BRASS & COPPER HLDGS,GLOBAL BRASS & COPPER,,1
538,185518,12446,GLBR,GLOBAL BROKERAGE INC,GLOBAL BROKERAGE,,1
539,175834,93317,GEGSQ,GLOBAL GEOPHYSICAL SVCS INC,GLOBAL GEOPHYSICAL SERVICES,,1
540,141913,88873,GPN,GLOBAL PAYMENTS INC,GLOBAL PAYMENTS,GLOBAL PAYMENTS,1
541,186169,16008,GWRS,GLOBAL WATER RESOURCES INC,GLOBAL WATER RESOURCES,,1
542,65244,85291,GCOM,GLOBECOMM SYSTEMS INC,GLOBECOMM SYSTEMS,,1
543,171002,13543,GMED,GLOBUS MEDICAL INC,GLOBUS MEDICAL,,1
544,20399,13597,GLRI,GLORI ENERGY INC,GLORI ENERGY,GLORI ENERGY,1
545,176782,91900,GLUU,GLU MOBILE INC,GLU MOBILE,,1
546,22583,16076,GMS,GMS INC,GMS,GMS,1
547,170384,13956,GOGO,GOGO INC,GOGO,GOGO,1
548,175503,12049,GORO,GOLD RESOURCE CORP,GOLD RESOURCE,GOLD RESOURCE CORP*,1
549,184689,93352,GBDC,GOLUB CAPITAL BDC INC,GOLUB CAPITAL BDC,,1
550,22543,76360,GTIM,GOOD TIMES RESTAURANTS INC,GOOD TIMES RESTAURANTS,GOOD TIMES RESTAURANTS,1
551,5229,12140,GR,GOODRICH CORP,GOODRICH,GOODRICH,1
552,33421,17688,GSHD,GOOSEHEAD INSURANCE,GOOSEHEAD INSURANCE,,1
553,20644,14694,GPRO,GOPRO INC,GOPRO,GOPRO|GO.?PRO,1
554,7759,58501,GPX,GP STRATEGIES CORP,GP STRATEGIES,,1
555,5250,85908,GRA,GRACE (W R) & CO,GRACE,,1
556,5254,60468,GHM,GRAHAM CORP,GRAHAM,GRAHAM CORP*,1
557,5256,52695,GWW,GRAINGER (W W) INC,GRAINGER,GRAINGER,1
558,164046,92619,GTE,GRAN TIERRA ENERGY INC,GRAN TIERRA ENERGY,,1
559,180083,92852,LOPE,GRAND CANYON EDUCATION INC,GRAND CANYON EDUCATION,,1
560,21429,76135,GVA,GRANITE CONSTRUCTION INC,GRANITE CONSTRUCTION,,1
561,25389,89810,GPK,GRAPHIC PACKAGING HOLDING CO,GRAPHIC PACKAGING,,1
562,148223,91665,GLDD,GREAT LAKES DREDGE & DOCK CP,GREAT LAKES DREDGE & DOCK,GREAT LAKES DREDGE & DOCK|GREAT LAKES DREDGE AND DOCK,1
563,6334,24432,GXP,GREAT PLAINS ENERGY INC,GREAT PLAINS ENERGY,,1
564,21616,14969,GWB,GREAT WESTERN BANCORP INC,GREAT WESTERN BANCORP,,1
565,161056,90491,WOLF,GREAT WOLF RESORTS INC,GREAT WOLF RESORTS,,1
566,21326,14870,GNBC,GREEN BANCORP INC,GREEN BANCORP,,1
567,184392,11664,GDOT,GREEN DOT CORP,GREEN DOT,GREEN DOT,1
568,181269,91161,GPRE,GREEN PLAINS INC,GREEN PLAINS,GREEN PLAINS,1
569,160206,90294,SRVY,GREENFIELD ONLINE INC,GREENFIELD ONLINE,,1
570,264395,90164,GHL,GREENHILL & CO INC,GREENHILL,GREENHILL,1
571,187686,13227,GWAY,GREENWAY MEDICAL TECH INC,GREENWAY MEDICAL TECH,,1
572,20134,63562,GW,GREY WOLF INC,GREY WOLF,GREY WOLF INC*,1
573,5987,46463,GFF,GRIFFON CORP,GRIFFON,,1
574,65718,85427,GPI,GROUP 1 AUTOMOTIVE INC,GROUP 1 AUTOMOTIVE,GROUP 1 AUTOMOTIVE|GROUP ONE AUTOMOTIVE,1
575,61077,81869,GVP,GSE SYSTEMS INC,GSE SYSTEMS,,1
576,14386,86168,GSIC,GSI COMMERCE INC,GSI COMMERCE,,1
577,160213,91901,GSIT,GSI TECHNOLOGY INC,GSI TECH*,,1
578,177895,92758,GTATQ,GT ADVANCED TECHNOLOGIES INC,GT ADVANCED TECH*,,1
579,163768,13993,GTT,GTT COMMUNICATIONS INC,GTT COMMUNICATIONS,,1
580,156857,90031,GTXI,GTX INC,GTX,,1
581,28368,16464,GTYH,GTY TECHNOLOGY HOLDINGS,GTY TECH*,,1
582,63447,83822,GES,GUESS INC,GUESS,GUESS INC*,1
583,176255,91666,GUID,GUIDANCE SOFTWARE INC,GUIDANCE SOFTWARE,GUIDANCE SOFTWARE INC*,1
584,64568,84737,GIFI,GULF ISLAND FABRICATION INC,GULF ISLAND FABRICATION,,1
585,5379,84808,GLF,GULFMARK OFFSHORE INC,GULFMARK OFFSHORE,,1
586,165856,91080,HEES,H&E EQUIPMENT SERVICES INC,H&E EQUIPMENT SERVICES,H.?E EQUIPMENT|H AND E EQUIPMENT,1
587,21983,15068,HABT,HABIT RESTAURANTS INC (THE),HABIT RESTAURANTS,,1
588,111000,86048,HCKT,HACKETT GROUP INC,HACKETT,,1
589,29609,80167,HAIN,HAIN CELESTIAL GROUP INC,HAIN CELESTIAL,,1
590,30076,16632,HLNE,HAMILTON LANE INC,HAMILTON LANE,,1
591,31368,88865,HAFC,HANMI FINANCIAL CORP,HANMI FINANCIAL,,1
592,12788,75224,HAR,HARMAN INTERNATIONAL INDS,HARMAN INTERNATIONAL INDUSTRIES,,1
593,31843,81621,HLIT,HARMONIC INC,HARMONIC,HARMONIC INC*,1
594,127179,87494,HPOL,HARRIS INTERACTIVE INC,HARRIS INTERACTIVE,,1
595,5496,25304,HSC,HARSCO CORP,HARSCO,,1
596,61739,82775,HIG,HARTFORD FINANCIAL SERVICES,HARTFORD FINANCIAL SERVICES,,1
597,15291,75734,HNR,HARVEST NATURAL RESOURCES,HARVEST NATURAL RESOURCES,,1
598,5526,41187,HE,HAWAIIAN ELECTRIC INDS,HAWAIIAN ELECTRIC INDUSTRIES,,1
599,60902,81666,HA,HAWAIIAN HOLDINGS INC,HAWAIIAN,HAWAIIAN HOLDINGS,1
600,185980,12916,HCOM,HAWAIIAN TELCOM HOLDCO INC,HAWAIIAN TELCOM HOLDCO,HAWAIIAN TELCOM ,1
601,66050,86017,HWK,HAWK CORP,HAWK,HAWK CORP*,1
602,179974,92780,HCI,HCI GROUP INC,HCI,,1
603,17812,13957,HDS,HD SUPPLY HOLDINGS INC,HD SUPPLY,HD SUPPLY,1
604,61576,86042,HW,HEADWATERS INC,HEADWATERS,HEADWATERS,1
605,64360,84562,HGRD,HEALTH GRADES INC,HEALTH GRADES,HEALTH GRADES INC*,1
606,12338,76565,HMA,HEALTH MANAGEMENT ASSOC,HEALTH MANAGEMENT ASSOC,,1
607,29710,76697,HNT,HEALTH NET INC,HEALTH NET,HEALTH NET,1
608,5539,41292,HCSG,HEALTHCARE SERVICES GROUP,HEALTHCARE SERVICES,HEALTHCARE SERVICES GROUP,1
