,gvkey,permno,ticker,names.firms,names.firms.1,regexes,done
0,122519,87162,FLWS,1-800-FLOWERS.COM,1-800-FLOWERS.COM,1.?800.?FLOWERS*,1
1,1906,16030,AVHI,A V HOMES INC,A V HOMES,,1
2,19172,14532,AMRK,A-MARK PRECIOUS METALS INC,A-MARK PRECIOUS METALS,A.?MARK PRECIOUS METALS,1
3,179288,92528,AHC,A. H. BELO CORP,A. H. BELO,A\.? H\.?  BELO,1
4,1004,54594,AIR,AAR CORP,AAR,,1
5,24005,76888,AXAS,ABRAXAS PETROLEUM CORP/NV,ABRAXAS PETROLEUM,,1
6,178855,92381,ABII,ABRAXIS BIOSCIENCE INC,ABRAXIS BIOSCIENCE,,1
7,26722,16051,ACIA,ACACIA COMMUNICATIONS INC,ACACIA COMMUNICATIONS,,1
8,61004,89611,ACTG,ACACIA RESEARCH CORP,ACACIA RESEARCH,,1
9,192255,13105,ACHC,ACADIA HEALTHCARE CO INC,ACADIA HEALTHCARE,ACADIA HEALTH*,1
10,21118,84184,AXDX,ACCELERATE DIAGNOSTICS INC,ACCELERATE DIAGNOSTICS,,1
11,61656,82734,ACCL,ACCELRYS INC,ACCELRYS,,1
12,164506,90825,ACCO,ACCO BRANDS CORP,ACCO BRANDS,,1
13,145979,90643,ACW,ACCURIDE CORP,ACCURIDE,,1
14,185908,12573,ACRX,ACELRX PHARMACEUTICALS INC,ACELRX PHARMA*,ACELRX PHARMA*,1
15,174136,91491,ACHN,ACHILLION PHARMACEUTICALS,ACHILLION PHARMA*,ACHILLION PHARMA*,1
16,31564,81282,ACIW,ACI WORLDWIDE INC,ACI WORLDWIDE,,1
17,25904,15775,ACRS,ACLARIS THERAPEUTICS INC,ACLARIS THERAPEUTICS,,1
18,175111,91493,APKT,ACME PACKET INC,ACME PACKET,,1
19,1104,60038,ACU,ACME UNITED CORP,ACME UNITED,,1
20,156617,91086,ACOR,ACORDA THERAPEUTICS INC,ACORDA THERAPEUTICS,,1
21,230796,89678,ACTI,ACTIVIDENTITY CORP,ACTIVIDENTITY,,1
22,122536,87167,ACTA,ACTUA CORP,ACTUA,,1
23,112624,86236,BIRT,ACTUATE CORP,ACTUATE,ACTUATE CORP*,1
24,146017,89216,AYI,ACUITY BRANDS INC,ACUITY BRANDS,,1
25,27575,16434,GOLF,ACUSHNET HOLDINGS CORP,ACUSHNET,,1
26,183283,93073,ADUS,ADDUS HOMECARE CORP,ADDUS HOMECARE,,1
27,24428,76869,AEY,ADDVANTAGE TECHNOLOGIES GP,ADDVANTAGE TECH*,ADDVANTAGE TECH*,1
28,61726,82664,ADEP,ADEPT TECHNOLOGY INC,ADEPT TECH*,ADEPT TECH*,1
29,26187,15786,IOTS,ADESTO TECHNOLOGIES CORP,ADESTO TECH*,ADESTO TECH*,1
30,32930,17223,ADT,ADT INC,ADT,,1
31,3905,76708,ATGE,ADTALEM GLOBAL EDUCATION INC,ADTALEM GLOBAL EDUCATION,ADTALEM*,1
32,30576,80791,ADTN,ADTRAN INC,ADTRAN,,1
33,145977,89217,AAP,ADVANCE AUTO PARTS INC,ADVANCE AUTO PARTS,,1
34,163679,90854,AATI,ADVANCED ANALOGIC TECH,ADVANCED ANALOGIC TECH,,1
35,20126,14759,WMS,ADVANCED DRAINAGE SYSTEMS,ADVANCED DRAINAGE SYSTEMS,,1
36,156578,90400,ADES,ADVANCED EMISSIONS SOLUTIONS,ADVANCED EMISSIONS SOLUTIONS,,1
37,61562,82547,AEIS,ADVANCED ENERGY INDS INC,ADVANCED ENERGY INDUSTRIES,,1
38,1161,61241,AMD,ADVANCED MICRO DEVICES,ADVANCED MICRO DEVICES,,1
39,28070,16276,ASIX,ADVANSIX INC,ADVANSIX,,1
40,61557,82546,ADVS,ADVENT SOFTWARE INC,ADVENT SOFTWARE,,1
41,21020,14790,ADVM,ADVERUM BIOTECHNOLOGIES,ADVERUM BIOTECH*,,1
42,145042,89203,ABCO,ADVISORY BOARD CO,ADVISORY BOARD,ADVISORY BOARD CO*,1
43,147988,91975,ACM,AECOM,AECOM,,1
44,5978,44274,AEGN,AEGION CORP,AEGION,,1
45,24599,16005,AGLE,AEGLEA BIOTHERAPEUTICS INC,AEGLEA BIOTHERAPEUTICS,AEGLEA,1
46,65286,85272,AEHR,AEHR TEST SYSTEMS,AEHR TEST SYSTEMS,AEHR,1
47,18749,14238,AERI,AERIE PHARMACEUTICALS INC,AERIE PHARMA*,,1
48,184639,12364,ARX,AEROFLEX HOLDING CORP,AEROFLEX,,1
49,19898,14498,HIVE,AEROHIVE NETWORKS INC,AEROHIVE NETWORKS,AEROHIVE,1
50,176362,91733,AVAV,AEROVIRONMENT INC,AEROVIRONMENT,,1
51,24216,76712,AES,AES CORP (THE),AES,,1
52,1177,88845,AET,AETNA INC,AETNA,,1
53,30697,80913,ACS,AFFILIATED COMPUTER SERVICES,AFFILIATED COMPUTER SERVICES,,1
54,65886,85593,AMG,AFFILIATED MANAGERS GRP INC,AFFILIATED MANAGERS,,
55,176237,91657,AFFY,AFFYMAX INC,AFFYMAX,,1
56,129466,87583,AGEN,AGENUS INC,AGENUS,,1
57,126554,87432,A,AGILENT TECHNOLOGIES INC,AGILENT TECH*,,1
58,8599,63125,AGYS,AGILYSYS INC,AGILYSYS,,1
59,18159,14044,AGIO,AGIOS PHARMACEUTICALS,AGIOS PHARMA*,,1
60,19525,14590,AGFS,AGROFRESH SOLUTIONS INC,AGROFRESH SOLUTIONS,,1
61,25077,15630,AIMT,AIMMUNE THERAPEUTICS INC,AIMMUNE THERAPEUTICS,,1
62,166087,13976,AIRI,AIR INDUSTRIES GROUP INC,AIR INDUSTRIES,,1
63,186278,12641,AL,AIR LEASE CORP,AIR LEASE,,1
64,13789,11641,AIRM,AIR METHODS CORP,AIR METHODS,,1
65,1209,28222,APD,AIR PRODUCTS & CHEMICALS INC,AIR PRODUCTS & CHEMICALS,AIR PRODUCTS AND CHEMICALS|AIR PRODUCTS & CHEMICALS,
66,1210,11368,AIRT,AIR T INC,AIR T,,1
67,155280,90716,ATSG,AIR TRANSPORT SERVICES GROUP,AIR TRANSPORT SERVICES,AIR TRANSPORT SERVICES GROUP,1
68,27703,16247,AIRG,AIRGAIN INC,AIRGAIN,,1
69,12950,70308,ARG,AIRGAS INC,AIRGAS,,1
70,177883,92192,AIRV,AIRVANA INC,AIRVANA,,1
71,29968,80303,AKS,AK STEEL HOLDING CORP,AK STEEL,A\.?K\.? STEEL,1
72,125595,87299,AKAM,AKAMAI TECHNOLOGIES INC,AKAMAI TECH*,,1
73,32046,16814,AKCA,AKCEA THERAPEUTICS INC,AKCEA THERAPEUTICS,,1
74,19859,14531,AKBA,AKEBIA THERAPEUTICS INC,AKEBIA THERAPEUTICS,,1
75,275264,14419,AKER,AKERS BIOSCIENCES INC,AKERS BIOSCIENCES,,1
76,24135,15409,ALRM,ALARM.COM HOLDINGS INC,ALARM.COM,ALARM\.?COM|ALARM DOT COM,1
77,126555,87373,ALSK,ALASKA COMMUNICATIONS SYS GP,ALASKA COMMUNICATIONS SYS,ALASKA COMMUNICATIONS SYS*,1
78,118081,86709,AMRI,ALBANY MOLECULAR RESH INC,ALBANY MOLECULAR RESH,ALBANY MOLECULAR,1
79,29751,80191,ALB,ALBEMARLE CORP,ALBEMARLE,,1
80,29018,92032,ALBO,ALBIREO PHARMA INC,ALBIREO PHARMA,,1
81,11756,13429,ALEX,ALEXANDER & BALDWIN INC,ALEXANDER & BALDWIN,ALEXANDER AND BALDWIN|ALEXANDER .? BALDWIN,1
82,141384,88860,ALGN,ALIGN TECHNOLOGY INC,ALIGN TECH*,,1
83,180363,93339,ALIM,ALIMERA SCIENCES INC,ALIMERA SCIENCES,,1
84,24302,76736,ALKS,ALKERMES PLC,ALKERMES,,1
85,1274,71271,Y,ALLEGHANY CORP,ALLEGHANY,,1
86,26270,15774,ABTX,ALLEGIANCE BANCSHARES INC,ALLEGIANCE BANCSHARES,,1
87,27845,78916,AGN,ALLERGAN PLC,ALLERGAN,,1
88,7437,24248,ALE,ALLETE INC,ALLETE,,1
89,143974,89002,ADS,ALLIANCE DATA SYSTEMS CORP,ALLIANCE DATA SYSTEMS,,1
90,141236,88786,AFOP,ALLIANCE FIBER OPTIC PRODUCT,ALLIANCE FIBER OPTIC PRODUCT,,1
91,11554,58819,LNT,ALLIANT ENERGY CORP,ALLIANT ENERGY,,1
92,5520,41188,AMOT,ALLIED MOTION TECHNOLOGIES,ALLIED MOTION TECH*,,1
93,22140,76887,AW,ALLIED WASTE INDUSTRIES INC,ALLIED WASTE INDUSTRIES,,1
94,15798,90717,ALLI,ALLION HEALTHCARE INC,ALLION HEALTHCARE,,1
95,185495,14420,ALQA,ALLIQUA BIOMEDICAL INC,ALLIQUA BIOMEDICAL,ALLIQUA BIOMED*,1
96,1308,90335,ALY,ALLIS-CHALMERS ENERGY INC,ALLIS-CHALMERS ENERGY,ALLIS.?CHALMERS ,1
97,177966,13284,ALSN,ALLISON TRANSMISSION HLDGS,ALLISON TRANSMISSION,,1
98,133424,87750,ALTH,ALLOS THERAPEUTICS INC,ALLOS THERAPEUTICS,,1
99,120513,86878,ALOY,ALLOY INC,ALLOY,ALLOY INC*,1
100,181104,87078,MDRX,ALLSCRIPTS HEALTHCARE SOLTNS,ALLSCRIPTS HEALTHCARE SOLTNS,ALLSCRIPTS HEALTHCARE,1
101,28349,79323,ALL,ALLSTATE CORP,ALLSTATE,,1
102,5072,14558,ALLY,ALLY FINANCIAL INC,ALLY FINANCIAL,,1
103,13800,75526,AFAM,ALMOST FAMILY INC,ALMOST FAMILY,ALMOST FAMILY INC*,1
104,163939,90779,ALJ,ALON USA ENERGY INC,ALON USA ENERGY,,1
105,162448,90547,ANRZQ,ALPHA NATURAL RESOURCES INC,ALPHA NATURAL RESOURCES,,1
106,62072,87832,APT,ALPHA PRO TECH LTD,ALPHA PRO TECH,ALPHA PRO TECH*,1
107,160329,90319,GOOGL,ALPHABET INC,ALPHABET,ALPHABET INC*,1
108,166555,91348,ATEC,ALPHATEC HOLDINGS INC,ALPHATEC,,1
109,62634,83435,AABA,ALTABA INC,ALTABA,,1
110,32530,17034,ALTR,ALTAIR ENGINEERING INC,ALTAIR ENGINEERING,,1
111,64550,84596,ALTI,ALTAIR NANOTECHNOLOGIES INC,ALTAIR NANOTECH*,,1
112,12485,16753,ATUS,ALTICE USA INC,ALTICE USA,,1
113,176247,91658,AIMC,ALTRA INDUSTRIAL MOTION CORP,ALTRA INDUSTRIAL MOTION,,1
114,64768,84788,AMZN,AMAZON.COM INC,AMAZON.COM,AMAZON,1
115,24287,76757,AMBC,AMBAC FINANCIAL GROUP INC,AMBAC FINANCIAL,,1
116,19989,14499,AMBR,AMBER ROAD INC,AMBER ROAD,AMBER ROAD|AMBER ROAD INC,1
117,177637,14328,AMC,AMC ENTERTAINMENT HOLDINGS,AMC ENTERTAINMENT,,1
118,187406,12880,AMCX,AMC NETWORKS INC,AMC NETWORKS,,1
119,14182,11599,ACO,AMCOL INTERNATIONAL CORP,AMCOL INTERNATIONAL,,1
120,30612,80795,AMED,AMEDISYS INC,AMEDISYS,,1
121,1393,81073,UHAL,AMERCO,AMERCO,,1
122,10860,24985,AEE,AMEREN CORP,AMEREN,,1
123,185128,10158,AMRC,AMERESCO INC,AMERESCO,,1
124,13602,11174,CRMT,AMERICA'S CAR-MART INC,AMERICA'S CAR-MART,AMERICA.?S CAR.?MART,1
125,1045,21020,AAL,AMERICAN AIRLINES GROUP INC,AMERICAN AIR*,,1
126,117861,86547,AXL,AMERICAN AXLE & MFG HOLDINGS,AMERICAN AXLE & MFG,AMERICAN AXLE & MFG|AMERICAN AXLE AND MFG,1
127,65345,85271,ACAS,AMERICAN CAPITAL LTD,AMERICAN CAPITAL,,1
128,165785,91515,GNOW,AMERICAN CARESOURCE HLDGS,AMERICAN CARESOURCE,,1
129,162897,90946,ACLI,AMERICAN COMMERCIAL LINES,AMERICAN COMMERCIAL LINES,,1
130,1440,24109,AEP,AMERICAN ELECTRIC POWER CO,AMERICAN ELECTRIC POWER,,1
131,177446,86812,AETI,AMERICAN ELECTRIC TECH INC,AMERICAN ELECTRIC TECH,,1
132,1447,59176,AXP,AMERICAN EXPRESS CO,AMERICAN EXPRESS,,1
133,8431,60687,AFG,AMERICAN FINANCIAL GROUP INC,AMERICAN FINANCIAL,,1
134,1487,66800,AIG,AMERICAN INTERNATIONAL GROUP,AMERICAN INTERNATIONAL,,1
135,1523,13470,AMAC,AMERICAN MEDICAL ALERT CORP,AMERICAN MEDICAL ALERT,,1
136,138741,88499,AMMD,AMERICAN MEDICAL SYSTMS HLDS,AMERICAN MEDICAL SYSTMS HLDS,AMERICAN MEDICAL SYSTEMS HOLDINGS,1
137,120656,90780,AOBI,AMERICAN ORIENTAL BIOENGR,AMERICAN ORIENTAL BIOENGR,,1
138,1533,85439,APFC,AMERICAN PACIFIC CORP,AMERICAN PACIFIC,,1
139,178797,92428,APEI,AMERICAN PUBLIC EDUCATION,AMERICAN PUBLIC EDUCATION,,
140,165358,91075,ARII,AMERICAN RAILCAR INDS INC,AMERICAN RAILCAR INDUSTRIES,,1
141,1545,49322,ARL,AMERICAN REALTY INVESTORS,AMERICAN REALTY INVESTORS,,
142,60983,88719,AMRB,AMERICAN RIVER BANKSHARES,AMERICAN RIVER BANKSHARES,,1
143,1554,58560,ASEI,AMERICAN SCIENCE ENGINEERING,AMERICAN SCIENCE ENGINEERING,,1
144,1559,13769,AMS,AMERICAN SHARED HSPTL SERV,AMERICAN SHARED HSPTL SERV,AMERICAN SHARED HOSPITAL SERV*,1
145,1562,13777,AMSWA,AMERICAN SOFTWARE  -CL A,AMERICAN SOFTWARE,,
146,9849,71475,AWR,AMERICAN STATES WATER CO,AMERICAN STATES WATER,,1
147,24795,77175,AMSC,AMERICAN SUPERCONDUCTOR CP,AMERICAN SUPERCONDUCTOR,,1
148,105365,86111,AMT,AMERICAN TOWER CORP,AMERICAN TOWER,,1
149,1585,11144,AVD,AMERICAN VANGUARD CORP,AMERICAN VANGUARD,,1
150,179437,92614,AWK,AMERICAN WATER WORKS CO INC,AMERICAN WATER WORKS,,1
151,12379,10501,AMWD,AMERICAN WOODMARK CORP,AMERICAN WOODMARK,,1
152,164708,90880,AMP,AMERIPRISE FINANCIAL INC,AMERIPRISE FINANCIAL,,1
153,164572,90963,AMSF,AMERISAFE INC,AMERISAFE,,1
154,31673,81540,ABC,AMERISOURCEBERGEN CORP,AMERISOURCEBERGEN,,1
155,29143,79795,ASCA,AMERISTAR CASINOS INC,AMERISTAR CASINOS,,1
156,30059,80432,AEO,AMERN EAGLE OUTFITTERS INC,AMERN EAGLE OUTFITTERS,AMERN EAGLE OUTFITTERS|AMERICAN EAGLE OUTFITTERS,1
157,175008,92040,FOLD,AMICUS THERAPEUTICS INC,AMICUS THERAPEUTICS,,1
158,144520,89215,AMN,AMN HEALTHCARE SERVICES INC,AMN HEALTHCARE SERVICES,,1
159,18888,82702,AMRX,AMNEAL PHARMACEUTICALS INC,AMNEAL PHARMA*,,1
160,1613,18075,AP,AMPCO-PITTSBURGH CORP,AMPCO-PITTSBURGH,AMPCO.?PITTSBURGH,1
161,24990,15599,BETR,AMPLIFY SNACK BRANDS,AMPLIFY SNACK BRANDS,,1
162,8864,65008,ASYS,AMTECH SYSTEMS INC,AMTECH SYSTEMS,,1
163,166005,91603,AFSI,AMTRUST FINANCIAL SERVICES,AMTRUST FINANCIAL SERVICES,,1
164,184717,12307,AMRS,AMYRIS INC,AMYRIS,,1
165,179438,12392,ANAC,ANACOR PHARMACEUTICALS INC,ANACOR PHARMA*,,1
166,31743,81539,ANAD,ANADIGICS INC,ANADIGICS,,1
167,1632,60871,ADI,ANALOG DEVICES,ANALOG DEVICES,,1
168,1633,14198,ALOG,ANALOGIC CORP,ANALOGIC,,1
169,1635,14227,ANEN,ANAREN INC,ANAREN,,1
170,166447,15776,AVXL,ANAVEX LIFE SCIENCES CORP,ANAVEX LIFE SCIENCES,,1
171,183352,93124,ACOM,ANCESTRY.COM INC,ANCESTRY.COM,ANCENSTRY\.?COM|ANCESTRY DOT COM,1
172,10466,37284,ANDV,ANDEAVOR,ANDEAVOR,,1
173,264387,90179,ANGO,ANGIODYNAMICS INC,ANGIODYNAMICS,,1
174,21828,76671,ANN,ANN INC,ANN,ANN INC*,1
175,197956,13285,BNNY,ANNIE'S INC,ANNIE'S,ANNIE.?S INC*,1
176,160447,90381,ANSW,ANSWERS CORP,ANSWERS,ANSWERS CORP*,1
177,63700,88905,ATRS,ANTARES PHARMA INC,ANTARES PHARMA,,1
178,145046,89179,ANTM,ANTHEM INC,ANTHEM,ANTHEM INC*,1
179,183879,93300,ANTH,ANTHERA PHARMACEUTCLS INC,ANTHERA PHARMA*,,1
180,183920,93091,AOL,AOL INC,AOL,,1
181,3221,61735,AON,AON PLC,AON,,1
182,1678,39490,APA,APACHE CORP,APACHE,APACHE CORP*,1
183,1686,14526,APOG,APOGEE ENTERPRISES INC,APOGEE ENTERPRISES,,1
184,31122,81138,APOL,APOLLO EDUCATION GROUP INC,APOLLO EDUCATION,,1
185,29687,13648,APEN,APOLLO ENDOSURGERY INC,APOLLO ENDOSURGERY,,1
186,31236,16698,APPN,APPIAN CORP,APPIAN,,1
187,1690,14593,AAPL,APPLE INC,APPLE,APPLE INC*,1
188,19967,14528,AGTC,APPLIED GENETIC TECHNOLOGIES,APPLIED GENETIC TECH*,,1
189,2101,29612,AIT,APPLIED INDUSTRIAL TECH INC,APPLIED INDUSTRIAL TECH,,1
190,1704,14702,AMAT,APPLIED MATERIALS INC,APPLIED MATERIALS,,1
191,65904,85522,AMCC,APPLIED MICRO CIRCUITS CORP,APPLIED MICRO CIRCUITS,,1
192,18564,14145,AAOI,APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS,,1
193,62110,88177,APRI,APRICUS BIOSCIENCES INC,APRICUS BIOSCIENCES,,1
194,24422,15493,AQMS,AQUA METALS INC,AQUA METALS,AQUA METALS INC*,1
195,17567,13966,PETX,ARATANA THERAPEUTICS,ARATANA THERAPEUTICS,,1
196,162076,90548,ARC,ARC DOCUMENT SOLUTIONS INC,ARC DOCUMENT SOLUTIONS,,1
197,13679,91954,ARCW,ARC GROUP WORLDWIDE INC,ARC GROUP WORLDWIDE,,1
198,23098,15382,RKDA,ARCADIA BIOSCIENCES INC,ARCADIA BIOSCIENCES,,1
199,117862,86548,ARJ,ARCH CHEMICALS INC,ARCH CHEMICALS,,1
200,14793,75326,ARCH,ARCH RESOURCES INC,ARCH RESOURCES,,1
201,1722,10516,ADM,ARCHER-DANIELS-MIDLAND CO,ARCHER-DANIELS-MIDLAND,ARCHER.?DANIELS.?MIDLAND,1
202,22461,76207,ACAT,ARCTIC CAT INC,ARCTIC CAT,ARCTIC CAT INC*,1
203,138122,88421,ARNA,ARENA PHARMACEUTICALS INC,ARENA PHARMA*,,1
204,20412,14617,ARES,ARES MANAGEMENT CORP,ARES MANAGEMENT,,1
205,24670,77082,ARIS,ARI NETWORK SERVICES INC,ARI NETWORK SERVICES,,1
206,121493,87013,ARBA,ARIBA INC,ARIBA,ARIBA INC*,1
207,26343,15956,AFI,ARMSTRONG FLOORING INC,ARMSTRONG FLOORING,,1
208,175689,91516,AWI,ARMSTRONG WORLD INDUSTRIES,ARMSTRONG WORLD INDUSTRIES,,1
209,63789,84052,ARQL,ARQULE INC,ARQULE,,1
210,28853,79564,ARRS,ARRIS INTERNATIONAL PLC,ARRIS INTERNATIONAL,,1
211,1773,29209,ARW,ARROW ELECTRONICS INC,ARROW ELECTRONICS,,1
212,122159,87099,ARTG,ART TECHNOLOGY GROUP INC,ART TECH*,,1
213,4973,38093,AJG,ARTHUR J GALLAGHER & CO,ARTHUR J GALLAGHER,ARTHUR J.? GALLAGHER,1
214,16113,13802,APAM,ARTISAN PARTNERS ASSET MGMT,ARTISAN PARTNERS ASSET MGMT,ARTISAN PARTNERS,1
215,1783,15203,ARTW,ARTS WAY MFG INC,ARTS WAY MFG,ARTS WAY,1
216,144640,89327,ABG,ASBURY AUTOMOTIVE GROUP INC,ASBURY AUTOMOTIVE,,1
217,180821,92777,ASCMA,ASCENT CAPITAL GROUP INC,ASCENT CAPITAL,,1
218,1794,24272,ASH,ASHLAND GLOBAL HOLDINGS INC,ASHLAND GLOBAL,,1
219,132518,87752,ASIA,ASIAINFO-LINKAGE INC,ASIAINFO-LINKAGE,ASIAINFO.?LINKAGE,1
220,187550,14715,ASPN,ASPEN AEROGELS INC,ASPEN AEROGELS,,1
221,170920,16856,ASPU,ASPEN GROUP INC,ASPEN,ASPEN GROUP INC*,1
222,30870,80957,AZPN,ASPEN TECHNOLOGY INC,ASPEN TECH*,,1
223,11842,15318,ASB,ASSOCIATED BANC-CORP,ASSOCIATED BANC-CORP,ASSOCIATED BANC.?CORP*,1
224,26413,15802,AC,ASSOCIATED CAPITAL GROUP INC,ASSOCIATED CAPITAL,ASSOCIATED CAPITAL GROUP,1
225,157057,90038,AIZ,ASSURANT INC,ASSURANT,,1
226,61544,82552,ASFI,ASTA FUNDING INC,ASTA FUNDING,,1
227,21150,14950,AST,ASTERIAS BIOTHERAPEUTICS INC,ASTERIAS BIOTHERAPEUTICS,,1
228,62382,83317,ASTX,ASTEX PHARMACEUTICALS INC,ASTEX PHARMA*,,1
229,29246,79796,AF,ASTORIA FINANCIAL CORP,ASTORIA FINANCIAL,,1
230,25138,77505,ASUR,ASURE SOFTWARE INC,ASURE SOFTWARE,,1
231,31292,16700,ASV,ASV HOLDINGS INC,ASV,,1
232,26144,16268,HOME,AT HOME GROUP INC,AT HOME,AT HOME GROUP,1
233,21012,14991,ATRA,ATARA BIOTHERAPEUTICS INC,ATARA BIOTHERAPEUTICS,,1
234,177930,92296,ATHN,ATHENAHEALTH INC,ATHENAHEALTH,,1
235,157635,90022,ATHR,ATHEROS COMMUNICATIONS INC,ATHEROS COMMUNICATIONS,,1
236,179048,15709,ACBI,ATLANTIC CAP BANCSHARES INC,ATLANTIC CAP BANCSHARES,,1
237,19713,79747,AUB,ATLANTIC UNION BANKSHRS CRP,ATLANTIC UNION BANKSHRS CRP,ATLANTIC UNION BANKSHARES|ATLANTIC UNION BANKSHRS,1
238,61155,91262,AAWW,ATLAS AIR WORLDWIDE HLDG INC,ATLAS AIR WORLDWIDE,,1
239,141982,88906,ATPAQ,ATP OIL & GAS CORP,ATP OIL & GAS,ATP OIL & GAS|ATP OIL AND GAS,1
240,27669,16162,BOLD,AUDENTES THERAPEUTICS INC,AUDENTES THERAPEUTICS,,1
241,122094,87051,ADBL,AUDIBLE INC,AUDIBLE,AUDIBLE INC*,1
242,170615,13402,ADNC,AUDIENCE INC,AUDIENCE,AUDIENCE INC*,1
243,1878,85631,ADSK,AUTODESK INC,AUTODESK,,1
244,1891,44644,ADP,AUTOMATIC DATA PROCESSING,AUTOMATIC DATA PROCESSING,,
245,119173,86763,AUTO,AUTOWEB INC,AUTOWEB,,1
246,33610,17855,AVLR,AVALARA INC,AVALARA,,1
247,129467,87588,AVNX,AVANEX CORP,AVANEX,,1
248,26658,15859,AGR,AVANGRID INC,AVANGRID,,1
249,21352,14941,AVNS,AVANOS MEDICAL INC,AVANOS MEDICAL,,1
250,32855,17234,AVYA,AVAYA HLDGS CORP,AVAYA,,1
251,14603,12266,CDMO,AVID BIOSERVICES INC,AVID BIOSERVICES,,1
252,27925,78955,AVID,AVID TECHNOLOGY INC,AVID TECH*,,1
253,62911,83475,AVGN,AVIGEN INC,AVIGEN,,1
254,3278,25487,CAR,AVIS BUDGET GROUP INC,AVIS BUDGET,AVIS|AVIS BUDGET,1
255,1072,81912,AVX,AVX CORP,AVX,,1
256,63454,83844,AWRE,AWARE INC,AWARE,,1
257,12895,75222,AXLL,AXIALL CORP,AXIALL,,1
258,143912,89031,AAXN,AXON ENTERPRISE INC,AXON ENTERPRISE,,1
259,162560,90634,AX,AXOS FINANCIAL INC,AXOS FINANCIAL,,1
260,26349,15831,AXSM,AXSOME THERAPEUTICS INC,AXSOME THERAPEUTICS,,1
261,110760,86051,AXTI,AXT INC,AXT,,1
262,1926,16126,AZZ,AZZ INC,AZZ,,1
263,178073,15540,RILY,B. RILEY FINANCIAL INC,B. RILEY FINANCIAL,B\.? RILEY FINANCIAL,1
264,21487,76138,BEAV,B/E AEROSPACE INC,B/E AEROSPACE,B.?E AEROSPACE,1
265,158743,91977,BGS,B&G FOODS INC,B&G FOODS,B.?G FOODS|B AND J FOODS|B .? G FOODS,1
266,23865,15396,BW,BABCOCK & WILCOX ENTERPRISES,BABCOCK & WILCOX ENTERPRISES,BABCOCK .? WILCOX ENTERPRISES|BABCOCK AND WILCOX ENTERPRISES,1
267,1968,53110,BMI,BADGER METER INC,BADGER METER,,1
268,1976,75034,BHI,BAKER HUGHES INC,BAKER HUGHES,,1
269,1988,57568,BLL,BALL CORP,BALL,BALL CORP*,1
270,61285,82234,BTN,BALLANTYNE STRONG INC,BALLANTYNE STRONG,,1
271,149618,89482,BANC,BANC OF CALIFORNIA INC,BANC OF CALIFORNIA,,1
272,158587,90490,TBBK,BANCORP INC,BANCORP,,1
273,14219,85789,BXS,BANCORPSOUTH BANK,BANCORPSOUTH BANK,,1
274,32571,17106,BAND,BANDWIDTH INC,BANDWIDTH,BANDWIDTH INC*,1
275,7647,59408,BAC,BANK OF AMERICA CORP,BANK OF AMERICA,,1
276,151078,89612,BOFLQ,BANK OF FLORIDA CORP,BANK OF FLORIDA,,1
277,2005,16548,BOH,BANK OF HAWAII CORP,BANK OF HAWAII,,1
278,31764,87476,BMRC,BANK OF MARIN BANCORP,BANK OF MARIN BANCORP,,1
279,2019,49656,BK,BANK OF NEW YORK MELLON CORP,BANK OF NEW YORK MELLON,,1
280,120458,86895,RATE,BANKRATE INC,BANKRATE,,1
281,185824,12515,BKU,BANKUNITED INC,BANKUNITED,,1
282,2044,46877,BCR,BARD (C.R.) INC,BARD,BARD INC*,1
283,175399,91462,BARE,BARE ESCENTUALS INC,BARE ESCENTUALS,,1
284,23208,15489,BNED,BARNES & NOBLE EDUCATION INC,BARNES & NOBLE EDUCATION,BARNES & NOBLE EDUCATION|BARNES AND NOBLE EDUCATION,1
285,28924,79667,BKS,BARNES & NOBLE INC,BARNES & NOBLE,BARNES & NOBLE|BARNES AND NOBLE,1
286,2049,39693,B,BARNES GROUP INC,BARNES,BARNES GROUP,1
287,18838,14271,CUDA,BARRACUDA NETWORKS INC,BARRACUDA NETWORKS,,1
288,28410,79249,BBSI,BARRETT BUSINESS SVCS INC,BARRETT BUSINESS SERVICES,,1
289,2061,47423,DFZ,BARRY (R G) CORP,BARRY,BARRY CORP*,1
290,2086,27887,BAX,BAXTER INTERNATIONAL INC,BAXTER INTERNATIONAL,,1
291,64606,84721,BEAS,BEA SYSTEMS INC,BEA SYSTEMS,,1
292,160598,90353,BECN,BEACON ROOFING SUPPLY INC,BEACON ROOFING SUPPLY,,1
293,129823,87589,BBGI,BEASLEY BROADCAST GROUP INC,BEASLEY BROADCAST,,1
294,29755,80193,BZH,BEAZER HOMES USA INC,BEAZER HOMES USA,BEAZER HOMES U.?S.?A,1
295,111662,86150,BEBE,BEBE STORES INC,BEBE STORES,,1
296,15106,75383,BEC,BECKMAN COULTER INC,BECKMAN COULTER,,1
297,2111,39642,BDX,BECTON DICKINSON & CO,BECTON DICKINSON,,1
298,2146,65883,BLS,BELLSOUTH CORP,BELLSOUTH,,1
299,2150,65509,BLC,BELO CORP  -SER A COM,BELO CORP -SER A COM,BELO CORP*,1
300,2154,43772,BMS,BEMIS CO INC,BEMIS,,1
301,23084,76224,BHE,BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS,,1
